"id","title"
"OL3900759W","Genesis redux"
"OL4442999W","Task-directed sensor fusion and planning"
"OL4540024W","Modelirane i simulirane na choveshkata pamet ""MNEMO'89"""
"OL477679W","Fuzzy logic in artificial intelligence"
"OL5273035W","Applied natural language processing"
"OL5273286W","Machines and intelligence"
"OL6660623W","Cybernetics and Artificial Intelligence"
"OL9170703W","The Journal of Artificial Intelligence Research Volume 13 (JAIR) (Journal of Artificial Intelligence)"
"OL9219457W","Computer Science Logic"
"OL9334907W","Artificial Intelligence"
"OL11201222W","The framing of artificial intelligence: a whodunit (or can computers do it?) problem (the final BYTE)"
"OL15588923W","Learning and modeling with probabilistic conditional logic"
"OL16668592W","Knowledge-based and intelligent information and engineering systems"
"OL16916435W","Dynamics and Control of Electrical Drives"
"OL16928113W","Rigid flexibility"
"OL18011448W","Applied artificial intelligence"
"OL3254745W","Time structures"
"OL4306812W","Automated development of fundamental mathematical theories"
"OL4621207W","LISP, the language of artificial intelligence"
"OL6040277W","2003 International conference on natural language processing and knowledge engineering"
"OL6224901W","From animals to animats 6"
"OL66093W","Are computers alive?"
"OL8361077W","Optimization and Artificial Intelligence in Civil and Structural Engineering: Volume I: Optimization in Civil and Structural Engineering Volume II: Artificial ... Engineering (NATO Science Series E:)"
"OL10813894W","Advance papers of the fourth International Joint Conference on Artificial Intelligence, Tbilisi, Georgia, USSR, 3-8 September 1975"
"OL12274134W","SYMBIOSIS OF NURSE AND MACHINE THROUGH FUZZY LOGIC: IMPROVED SPECIFICITY OF A NEW NEONATAL PULSE OXIMETER ALARM"
"OL12463891W","The proper treatment of case-based planning"
"OL16009965W","Robots & avatars"
"OL16376742W","Semantika i predstavlenie znaniĭ"
"OL16404113W","Avtomatizat︠s︡ii︠a︡ deduktivnykh postroeniĭ, raspoznavanie obrazov i intellektualʹnye roboty"
"OL16408207W","Rakenduslik tehisintellekt ja infosüsteemid ="
"OL16498985W","Alien phenomenology, or, What it's like to be a thing"
"OL16633337W","A.I. artificial intelligence from Stanley Kubrick to Steven Spielberg"
"OL16664333W","Contemporary artificial intelligence"
"OL16934485W","Research in Computational Molecular Biology (vol. # 3909)"
"OL16955710W","Multiobjective Genetic Algorithms for Clustering"
"OL17268350W","The Lifecycle of Software Objects"
"OL17403665W","Artificial Intelligence In Power System Optimization"
"OL17832544W","Artificial intelligence and learning environments"
"OL2619830W","Brainmakers"
"OL3367701W","Proceedings"
"OL4655322W","Understanding artificial intelligence"
"OL4906235W","The cult of information"
"OL4956559W","Introduction to artificial intelligence techniques"
"OL5262992W","Machine learning of inductive bias"
"OL7016757W","Computers and the human mind"
"OL9466389W","The Cunningham Equations"
"OL12981363W","Industrial and engineering applications of artificial intelligence and expert systems"
"OL13759839W","Supporting learning flow through integrative technologies"
"OL15498413W","Digital human modeling"
"OL16902814W","Application of artificial intelligence to improve aircraft survivability"
"OL16919843W","AI 2003"
"OL16946410W","Data Management in Grid and Peer-to-Peer Systems"
"OL16946515W","Applications of Declarative Programming and Knowledge Management"
"OL16961398W","Multi-objective optimization in computational intelligence"
"OL16966966W","KI 2003"
"OL17503841W","Medical Applications Of Artificial Intelligence"
"OL1886249W","Artificial intelligence"
"OL2410551W","Pervai͡a Regionalʹnai͡a konferent͡sii͡a Intellektualʹnye informat͡sionnye tekhnologii i strategii v sistemnoĭ informat͡sii Uralʹskogo regiona (Uralinform-94)"
"OL4106171W","Artificial morality"
"OL5091010W","The organization of an autonomous learning system"
"OL5895111W","Integration of AI and OR techniques in constraint programming for combinatorial optimization problems"
"OL6860758W","Migrating characters"
"OL8021661W","Thinking on the Web"
"OL9384912W","The Second Florida Artificial Intelligence Research Symposium"
"OL10292163W","Combining Human and Artificial Intelligence"
"OL11674643W","Advances in brain, vision, and artificial intelligence"
"OL12250691W","Alien intelligence"
"OL12350414W","Progress in artificial intelligence"
"OL13773441W","Logics in artificial intelligence"
"OL15840387W","Terminator 3"
"OL16368044W","La société de l'anticipation"
"OL16942961W","HCI International 2011 – Posters’ Extended Abstracts"
"OL1703013W","Matière à pensée"
"OL2248889W","Introduction to Machine Learning (Research Notes in Artificial Intelligenc)"
"OL3936336W","Representing uncertain knowledge"
"OL5107712W","Meta-level inference"
"OL5187640W","Künstliche Intelligenz Forschung und ihre epistemologischen Grundlagen"
"OL7015992W","A computational  model of skill acquisition"
"OL8322611W","Formal Methods in Artificial Intelligence (Cambridge Tracts in Theoretical Computer Science)"
"OL8361117W","Off-line Cursive Handwriting Recognition Using Synthetic Training Data:  Volume 300 Dissertations in Artificial Intelligence - Infix (Diski: Dissertationen Zur Kuenstlichen Intelligenz)"
"OL8856046W","IJCAI Proceedings 1995 (International Joint Conference on Artificial Intelligence//Proceedings)"
"OL9034692W","Neural Networks & A New Artificial Intelligence (Neural Networks & a New Artificial Intelligence)"
"OL9089638W","Artificial Intelligence Emerging Trends and Applications"
"OL10080741W","Teaching and Learning in Logo-Based Environments, (Frontiers in Artificial Intelligence and Applications, 6)"
"OL11735903W","AIDM 2006"
"OL11744095W","Advances in decision technology and intelligent information systems"
"OL13150533W","Proceedings"
"OL13243349W","Proceedings of the 8th European Conference on Artificial Intelligence"
"OL13662740W","Artificial neural networks"
"OL15628946W","Modelirovanie poznavatelʹnykh sposobnosteĭ cheloveka v naukakh ob iskusstvennom"
"OL15938029W","Proceedings of 2009 International Conference on Machine Learning and Computing (IACSIT ICMLC 2009)"
"OL16354981W","Wissensarten und ihre Darstellung"
"OL16615361W","Artificial neural networks in pattern recognition"
"OL16949817W","Soft Computing for Intelligent Control and Mobile Robotics"
"OL16961190W","Stochastic Coalgebraic Logic"
"OL1697250W","Dreamships"
"OL4006783W","Expert systems"
"OL61210W","Turing"
"OL7834158W","Artificial intelligence in design '00"
"OL8105947W","Bayesian Learning (The Stanford Computer Science Video Journal : Artificial Intelligence Research Lectures)"
"OL11022077W","Colloquium on ""The Applications of Artificial Intelligence Techniques to Signal Processing"""
"OL12286841W","Can computers do what humans do?"
"OL13208792W","Evolutionary computation, machine learning and data mining in bioinformatics"
"OL13650810W","STAIRS 2008"
"OL15761363W","Expert systems and artificial intelligence. /edited by. Thomas c. Bartee"
"OL16376632W","Logiko-semanticheskie voprosy iskusstvennogo intellekta"
"OL16641035W","Mind design"
"OL16915578W","Advances in technological applications of logical and intelligent systems"
"OL16931086W","Machine Learning: ECML 2005"
"OL16933394W","Modeling Decisions for Artificial Intelligence (vol. # 3885)"
"OL16946035W","Knowledge-Based and Intelligent Information and Engineering Systems"
"OL16963179W","Programming Languages and Systems"
"OL1957265W","Asimov"
"OL3480079W","Expert systems and artificial intelligence in internal auditing"
"OL4299942W","Mind Over Machine"
"OL4742996W","TIME and TPLAN user's manual"
"OL5836137W","Analog VLSI Circuits for the Perception of Visual Motion"
"OL8132023W","Artificial Intelligence and Pattern Recognition in Computer Aided Design"
"OL8672376W","Artificial Intelligence and Simulation"
"OL9183527W","The Connection Machine (Artificial Intelligence)"
"OL9400693W","Dictionary of Artificial Intelligence Terms/ French­English"
"OL12534723W","Smart engineering system design"
"OL12975089W","Principles of artificial intelligence"
"OL15483318W","Simulated evolution and learning"
"OL16062240W","Crash course in artificial intelligence and expert systems"
"OL16179100W","Zhi neng gui hua yu gui hua shi bie"
"OL16360148W","Case-based reasoning research and development"
"OL16838409W","Eidolyzer"
"OL16934235W","Formal Concept Analysis"
"OL16935441W","Advances in artificial intelligence"
"OL16941910W","Group Search Optimization for Applications in Structural Design"
"OL16942731W","Artificial Neural Networks and Machine Learning – ICANN 2011"
"OL16943772W","Advances in Spatial and Temporal Databases"
"OL16964586W","Advances in Practical Multi-Agent Systems"
"OL16965008W","Practice and theory of automated timetabling IV"
"OL16965282W","Knowledge-based intelligent information and engineering systems"
"OL16965699W","Advances in artificial intelligence"
"OL16966650W","Foundations of intelligent systems"
"OL16972329W","Multi-disciplinary Trends in Artificial Intelligence"
"OL17553736W","Advanced Data Mining and Applications
            
                Lecture Notes in Artificial Intelligence"
"OL2677543W","The computer and the brain"
"OL2685865W","The Official Robosapien Hacker's Guide"
"OL3945937W","Experience, memory, and reasoning"
"OL4105448W","Probabilistic similarity networks"
"OL6538136W","Applications of artificial intelligence to space station and automated software techniques"
"OL7938551W","Topics in artificial intelligence"
"OL8360717W","Aspects of Artificial Intelligence (Studies in Cognitive Systems)"
"OL8688316W","Proceedings: Aerospace Applications of Artificial Intelligence"
"OL8701204W","Rigid Flexibility"
"OL9190748W","Dictionary of Artificial Intelligence; English-German/German-English"
"OL9870622W","Journal of Artificial Intelligence Research, 2005"
"OL10080751W","Symbols versus Neurons?, (Frontiers in Artificial Intelligence and Applications, 9)"
"OL11585596W","Multiple approaches to intelligent systems"
"OL11671217W","Application of artificial neural networks to composite ply micromechanics"
"OL11672447W","User needs, benefits, and integration of robotic systems in a space station laboratory"
"OL11724911W","Seventh ACIS International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing"
"OL16931970W","Current topics in artificial intelligence"
"OL16933143W","Distributed Computing and Artificial Intelligence"
"OL16966219W","Innovations in intelligent machines--1"
"OL17015332W","Principles and Practice of Semantic Web Reasoning (vol. # 4187)"
"OL17865946W","Language learning and thought"
"OL1921716W","The logic of information structures"
"OL4106938W","The articulate computer"
"OL4235748W","Informationsquellenmodelle"
"OL4700974W","Terminology and knowledge engineering supplement"
"OL4982985W","A robot ping-pong player"
"OL5058038W","If/then--"
"OL5420154W","Ein artificial Intelligence-System zur ärztlichen Entscheidungsunterstützung"
"OL8230893W","Reasoning Under Incomplete Information In Artificial Intelligence"
"OL9210061W","Multi-computer architectures for artificial intelligence"
"OL9682376W","Artificial Intelligence in Medicine"
"OL11170098W","Applications of artificial neural nets in structural mechanics"
"OL11303043W","Computational aerodynamics and artificial intelligence"
"OL11959990W","Agent and multi-agent systems"
"OL12562454W","Meta-level inference"
"OL13007116W","New computing techniques in physics research II"
"OL13651922W","[Proceedings of the] Seventh Conference on Artificial Intelligence Applications"
"OL15017054W","Artificial Intelligence (Understanding Computers)"
"OL15483125W","Cognitive informatics"
"OL16025500W","City come a-walkin'"
"OL163029W","The thinking computer"
"OL16531432W","SNPD 2011"
"OL16606879W","AI*IA 2011"
"OL16641052W","Readings in knowledge representation"
"OL16686769W","Advances in intelligent decision technologies"
"OL16924430W","Information Theory and Statistical Learning"
"OL16931586W","RoboCup 2004"
"OL16945527W","Autonomous Intelligent Vehicles"
"OL16969165W","Agent-Oriented Software Engineering X"
"OL17812943W","GWAI-85 : 9th German Workshop on Artificial Intelligence, Dassel/Solling, September 23-27, 1985"
"OL4227876W","Systems based on artificial intelligence in the legal field"
"OL4352361W","Verteilte künstliche Intelligenz und kooperatives Arbeiten"
"OL4787608W","Methodologies for intelligent systems, 4"
"OL769700W","Distributed artificial intelligence meets machine learning"
"OL7941863W","Intelligent Communication Systems"
"OL8926478W","The Tenth Conference on Artificial Intelligence for Applications: Proceedings"
"OL12230813W","ETFA 2001"
"OL12345656W","Proceedings 12th IEEE International Conference Automated Software Engineering"
"OL12537839W","Ren gong zhi neng yu qing bao jian suo"
"OL13263272W","How we know"
"OL13588371W","Productivity Improvements in Simulation Modeling (PRISM) project"
"OL15418924W","Zhi neng kong zhi ji shu gai lun"
"OL16380831W","Metody i opyt proektirovanii︠a︡ i postroenii︠a︡ avtomatizirovannykh informat︠s︡ionnykh sistem"
"OL16404027W","Computation of language"
"OL16634336W","Advances in artificial intelligence"
"OL16929652W","Innovations in Intelligent Image Analysis"
"OL16995484W","Modeling Decisions"
"OL2382741W","Neural logic networks"
"OL2977848W","Complexity Management in Fuzzy Systems"
"OL4243655W","Artificial intelligence technology transfer to developing nations"
"OL4847154W","The MIT catalog of computer science and artificial intelligence"
"OL5744740W","AI 2004"
"OL7203397W","Artificial intelligence and brain mechanisms"
"OL8087330W","Artificial Intelligence and Human Learning"
"OL8131145W","Artificial Intelligence in Engineering"
"OL9037156W","Modern Control Theory"
"OL12608127W","Logics in artificial intelligence"
"OL13501883W","Uncertainty in artificial intelligence"
"OL13597848W","Logics in artificial intelligence"
"OL15424331W","From bricks to brains"
"OL15596618W","Brain thief"
"OL16539971W","Logics in artificial intelligence"
"OL16662505W","ECAI 2010"
"OL16686756W","Current topics in artificial intelligence"
"OL16932857W","Progress in Artificial Intelligence"
"OL16933036W","Intelligent techniques for web personalization"
"OL16935445W","Web Information Systems - WISE 2006 Workshops"
"OL16940625W","Advances in Artificial Life. Darwin Meets von Neumann"
"OL16943776W","Text, Speech and Dialogue"
"OL16953175W","Advanced Research on Computer Education, Simulation and Modeling"
"OL16966654W","Methods and applications of artificial intelligence"
"OL17548422W","Declarative Agent Languages and Technologies VI
            
                Lecture Notes in Artificial Intelligence"
"OL17647462W","All about Emily"
"OL17832639W","Research directions in software technology"
"OL3475788W","Service-oriented computing"
"OL4216917W","Fantazii͡a︡ ili nauka"
"OL4644815W","The limits of artificial intelligence"
"OL7331688W","L' automazione dell'intelligenza nel mondo dei cervelli elettronici"
"OL735790W","Artificial intelligence applications for business management"
"OL8498089W","Virtual Worlds"
"OL9390636W","Intelligent Transportation Systems and Artificial Intelligence"
"OL11170431W","A computer architecture for intelligent machines"
"OL11537467W","Measuring the performance and intelligence of systems"
"OL11809173W","Experiments in induction [by] Earl B. Hunt, Janet Marin [and] Philip J. Stone"
"OL12277609W","New frontiers in artificial intelligence"
"OL13069029W","Proceedings"
"OL13394639W","Practice and theory of automated timetabling IV"
"OL15187033W","Language, Cohesion and Form"
"OL15977067W","Image pattern recognition"
"OL16926031W","Visual Informatics: Bridging Research and Practice"
"OL2634248W","Neural Networks and Fuzzy Systems"
"OL2728866W","Progress in artificial intelligence"
"OL2748060W","Intelligent decision aiding systems based on multiple criteria for financial engineering"
"OL2772388W","1997 IEEE Knowledge and Data Engineering Exchange Workshop"
"OL2982569W","Foundations of neural networks, fuzzy systems, and knowledge engineering"
"OL3066587W","Artificial intelligence and information-control systems of robots '94"
"OL3514398W","Heuristic reasoning about uncertainty"
"OL3926467W","Interpreting observations of physical systems"
"OL4627435W","Artificial intelligence developments and applications"
"OL6341654W","The year of the robot"
"OL6440223W","Pattern recognition: introduction and foundations"
"OL9039602W","Artificial Intelligence in Second Language Learning"
"OL12055657W","Using artificial intelligence to teach English to deaf people"
"OL12332299W","Recent advances in AI planning"
"OL13574948W","Uncertainty in artificial intelligence"
"OL15060171W","Rash"
"OL15615865W","Legal knowledge and information systems"
"OL16381132W","Matematicheskie osnovy sistem iskusstvennogo intellekta"
"OL16428312W","Prikladnai︠a︡ lingvistika"
"OL16926151W","Ubiquitous Knowledge Discovery"
"OL16934185W","Web Information Systems Engineering - WISE 2005 Workshops"
"OL16942315W","Advances in Artificial Intelligence"
"OL16943907W","Digital Enterprise and Information Systems"
"OL16951423W","Multi-agent systems"
"OL16961503W","The Social Semantic Web"
"OL3138896W","Knowledge representation and the semantics of natural language"
"OL3925160W","From humans to computers"
"OL4115692W","Paradigms of Artificial Intelligence Programming Case Studies in Common Lisp"
"OL4465780W","Learning with nested generalized exemplars"
"OL4810854W","Industrialization of Intelligence"
"OL5209640W","Advances in artificial intelligence"
"OL6185291W","Artificial Intelligence in Engineering: Design"
"OL8856078W","Genetic Algorithms (The Stanford Computer Science Video Journal : Artificial Intelligence Research Lectures)"
"OL8905653W","Artificial Intelligence"
"OL9620528W","Applications of Artificial Intelligence VII"
"OL11877589W","Natural intelligence in artificial creatures"
"OL12811487W","Intelligent robots and computer vision XIII"
"OL15625063W","Advances in computation and intelligence"
"OL15855480W","The Handbook of Artificial Intelligence"
"OL16932689W","Pattern recognition and machine intelligence"
"OL16937347W","Intelligent educational machines"
"OL17006235W","Verification, Induction, Termination Analysis"
"OL17561103W","Automated Deduction in Geometry
            
                Lecture Notes in Artificial Intelligence"
"OL17581215W","Economic Modeling Using Artificial Intelligence Methods"
"OL2664229W","Conquest in Cyberspace"
"OL2935675W","Artificial intelligence"
"OL3571173W","Artificial Intelligence"
"OL4075861W","Le labyrinthe de l'intelligence"
"OL4314069W","Reasoning about change"
"OL4467466W","Intelligence as adaptive behavior"
"OL4634950W","On Being a Machine"
"OL5728038W","Death match"
"OL6244223W","Growing up with Lucy"
"OL7109615W","Human brain and computers"
"OL735836W","Survey on AI programming languages"
"OL8383582W","The dream machine"
"OL9214724W","Using Artificial Intelligence in Chemistry and Biology"
"OL9619503W","11th Conference on Artificial Intelligence for Applications: February 20-23, 1995 : Proceedings"
"OL11775710W","An analysis of health workers' attitudes towards artificial intelligence use in medicine"
"OL13593765W","Proceedings, the Fifth International Conference on Artificial Intelligence Planning and Scheduling"
"OL15149038W","Philosophy and cybernetics"
"OL15520934W","Artificial neural networks in biological and environmental analysis"
"OL16042574W","Artificial intelligence"
"OL16455075W","Agent and multi-agent systems"
"OL16641072W","Natural computation"
"OL16920195W","Fuzzy Systems in Bioinformatics and Computational Biology"
"OL16931481W","Biomimetic neural learning for intelligent robots"
"OL16932066W","Artificial intelligence methods and tools for systems biology"
"OL16983138W","Teamwork in multi-agent systems"
"OL16989675W","Artificial intelligence and knowledge engineering applications"
"OL17977640W","Mutual knowledge"
"OL1830231W","Tasks and methods in applied artificial intelligence"
"OL2425766W","The posthuman condition"
"OL2720302W","AI IA 2003: advances in artificial intelligence"
"OL3153383W","Anwendungen der künstlichen Intelligenz"
"OL4150284W","Artificial Intelligence in Economics and Management"
"OL4636560W","Methodologies for intelligent systems, 3"
"OL5962169W","Hypercomputation"
"OL611283W","Razum, chelovek, obshchestvo, budushchee"
"OL6185288W","Artificial Intelligence in Design `00"
"OL6924047W","Artificial intelligence: the heuristic programming approach"
"OL7276776W","Menschliches und maschinelles Denken"
"OL9868065W","Model-based reconfiguration"
"OL11547932W","The entropy reduction engine"
"OL11670874W","Intermediate language for mobile robots"
"OL13574086W","Creative artificial intelligence?"
"OL13626549W","Computing action: a narratological approach"
"OL16935541W","Active Sensor Planning for Multiview Vision Tasks"
"OL16969522W","New Directions in Web Data Management 1"
"OL17379120W","Artificial Intelligence Evolutionary Computing And Metaheuristics In The Footsteps Of Alan Turing"
"OL18147160W","Logics in artificial intelligence"
"OL2905205W","BASIC artificial intelligence"
"OL3742423W","The elements of artificial intelligence"
"OL3990884W","AAAI-92"
"OL4134737W","Fundamentals of Artificial Intelligence - Lisp"
"OL4489907W","The Fifth Annual AI Systems in Government Conference, May 6-11, 1990, Washington, D.C"
"OL4620016W","ONTIC"
"OL4969869W","Turbo prolog"
"OL5099756W","Knowledge engineering in computer-aided design"
"OL5840224W","CAMEL"
"OL7755801W","Wildlife"
"OL8061651W","Artificial Intelligence Computers"
"OL8149416W","AI4U"
"OL862839W","Rand's experience in applying artificial intelligence techniques to strategic-level military-political war gaming"
"OL8643086W","Complexity classifications of Boolean constraint satisfaction problems"
"OL9359384W","Proceedings Twentieth National Conference on Artificial Intelligence"
"OL10781848W","Cybernetics of neural processes"
"OL12639851W","3-D object recognition using passively sensed range data"
"OL13335192W","Communication and cooperation in agent systems"
"OL15595918W","AI game engine programming"
"OL16931199W","Progress in Pattern Recognition, Image Analysis and Applications"
"OL16940748W","Transactions on Computational Collective Intelligence IV"
"OL3230790W","Agents breaking away"
"OL3490596W","Cooperating heterogeneous systems"
"OL3531158W","Artificial intelligence for transit railcar diagnostics"
"OL4049823W","Negazioni"
"OL4114633W","Complex machining and AI-methods"
"OL6891396W","SYM-1, a program that detects symmetry of variable-valued logic functions"
"OL11845900W","AI theory and applications inthe VAX environment"
"OL12438895W","Legal knowledge and information systems"
"OL13286901W","Obshchenie s EVM na estestvennom i︠a︡zyke"
"OL15625041W","Digital human modeling"
"OL16729140W","De groeiende robot"
"OL16930764W","Radio Monitoring"
"OL16941904W","Intelligent Open Learning Systems"
"OL16957356W","Handbook of Remote Biometrics"
"OL2945531W","Symbolic and quantitative approaches to reasoning and uncertainty"
"OL3526869W","Fundamentals of artificial neural networks"
"OL4240643W","Limitations of scientificontology"
"OL4442579W","Mundane reasoning by parallel constraint satisfaction"
"OL4957646W","A many-sorted calculus based on resolution and paramodulation"
"OL8613108W","Artificial Intelligence, Expert Systems & Neural Networks (Series on Artificial Intelligence & Soft Computing)"
"OL9676566W","Artificial Intelligence in Manufacturing (International Trends in  Manufacturing Technology)"
"OL11061642W","The Second Conference on Artificial Intelligence Applications"
"OL11166914W","Learning and tuning fuzzy logic controllers through reinforcement"
"OL11262627W","An overview of computer vision"
"OL12772107W","Arte e cognizione"
"OL12996486W","Artificial intelligence/expert systems in manufacturing"
"OL16381783W","Kibernetika, neogranichennye vozmozhnosti i vozmozhnye ogranichenii︠a︡"
"OL16428219W","Programmnoe obespechenie zadach informatiki"
"OL16662512W","Advanced intelligent computing theories and applications"
"OL16943145W","Adaptive and Learning Agents"
"OL16944104W","E-Commerce and Web Technologies"
"OL16945561W","S-BPM ONE - Learning by Doing - Doing by Learning"
"OL16978491W","Applications of computational intelligence in biology"
"OL2262642W","From animals to animats 5"
"OL2640893W","Smart Apples"
"OL4116440W","Computers, minds & robots"
"OL4723626W","Automated Generation of Model Based Knowledge Acquisition Tools (Research Notes in Artificial Intelligence)"
"OL4787695W","Common Lisp and artificial intelligence"
"OL8056559W","Applications of Artificial Intelligence in Engineering: Manufacture and Planning"
"OL9882955W","Logic for Artificial Intelligence and Information Technology (Texts in Computer Science)"
"OL11553007W","Operations mission planner"
"OL11950419W","Formal concept analysis"
"OL12434444W","The frame problem in cognitive science"
"OL13590798W","Artificial intelligence in medicine"
"OL16661314W","Evolution of teaching and learning paradigms in intelligent environment"
"OL16927502W","Words and Intelligence I"
"OL16945894W","Natural Computing in Computational Finance"
"OL17560397W","Advanced Agent Technology
            
                Lecture Notes in Artificial Intelligence"
"OL17832775W","From animals to animats 4"
"OL17900900W","Semantic networks in artificial intelligence"
"OL2024373W","Artificial intelligence"
"OL3289779W","An artificial intelligence approach to VLSI design"
"OL3484020W","Learning automata"
"OL4052749W","Fonction, décision et intelligence"
"OL4213371W","Borges and artificial intelligence"
"OL4583128W","Fourth Conference on Aritificial Intelligence for Space Applications"
"OL4621338W","Formal methods in artificial intelligence"
"OL4970449W","Analogical and inductive inference"
"OL4976061W","Methodologies for intelligent systems"
"OL8056561W","Artificial Intelligence in Design/Manufacturing"
"OL8131143W","Artificial Intelligence in Design '02"
"OL8674152W","The Scientific DataLink artificial intelligence classification scheme"
"OL9402349W","Pause & effect"
"OL11735271W","ISDA 2006"
"OL12337865W","Computational learning theory"
"OL13581711W","Artificial intelligence"
"OL14924436W","Rapture for the geeks"
"OL16001722W","Advances in intelligent tutoring systems"
"OL16353584W","Applications of artificial intelligence in engineering problems"
"OL16441292W","Behavioral mathematics for game AI"
"OL16931546W","Logic for programming, artificial intelligence, and reasoning"
"OL16931708W","Multi-Agent-Based Simulation VI"
"OL16933085W","Multi-agent systems and applications IV"
"OL16936648W","Artificial intelligence"
"OL16941967W","Intelligent Computational Optimization in Engineering"
"OL16946324W","Economics of Converged, Internet-Based Networks"
"OL16951386W","Advances in Web Mining and Web Usage Analysis"
"OL16987815W","Computational Collective Intelligence. Technologies and Applications"
"OL17429471W","Proceedings 9th Mexican International Conference On Artificial Intelligence Micai 2010 Pachuca Mexico November 8 13 2010 Grigori Sidorov Ed"
"OL2247601W","Artificial intelligence and tutoring systems"
"OL2648284W","Exegesis"
"OL3256822W","Gehirn, Seele und Computer"
"OL4473466W","Parallelism and Programming In Classifier (Research Notes in Artificial Intelligence)"
"OL5126444W","Third International Conference on Tools for Artificial Intelligence Tai '91 November 5-8, 1991 San Jose, California"
"OL85814W","The last mortal generation"
"OL90485W","Genesis"
"OL11202244W","Creating decision criteria from examples"
"OL12337543W","Engineering of intelligent systems"
"OL13071884W","A graphically activated distributed artificial intelligence system"
"OL13502665W","IEEE International Workshop on Emerging Technologies and Factory Automation"
"OL13554482W","Time structures"
"OL15518435W","Intelligent medical technologies and biomedical engineering"
"OL16645422W","Data mining"
"OL16941135W","Future Information Technology"
"OL16943663W","Tuning Metaheuristics"
"OL16953055W","Human Centered Design"
"OL16972098W","Fuzzy algorithms for control"
"OL16989401W","Advances in robot learning"
"OL17505628W","Artificial Intelligence And Creativity An Interdisciplinary Approach"
"OL17832650W","From animals to animats 7"
"OL2660838W","The modelling of mind"
"OL3274566W","Robotics and AI"
"OL4447895W","AI '88"
"OL4969764W","Putting artificial intelligence to work"
"OL5420152W","Feature formalisms and linguistic ambiguity"
"OL5425151W","A Workshop on Artificial Intelligence"
"OL7637439W","The development of a prototype intelligent user interface subsystem for NASA's scientific database systems"
"OL8961049W","3D Parametric Intensity Models for the Localization of 3D Anatomical Point Landmarks and 3D Segmentation of Human Vessels (Dissertations in Artificial ... (Dissertations in Artificial Intelligence)"
"OL9822604W","A theorem prover for property theory"
"OL10966308W","Third national conference on law, computersand artificial intelligence"
"OL12274858W","Proceedings of 2005 International Conference on Neural Networks and Brain"
"OL12276672W","Decidable reasoning in first-order knowledge bases with perfect introspection"
"OL12294658W","TREAT"
"OL12350330W","Networks of learning automata"
"OL15997921W","CyberBionic"
"OL16341350W","Intelligent robots and computer vision XXV"
"OL16827009W","A system monitor for programs in artificial intelligence"
"OL16943084W","Multimedia Communications, Services and Security"
"OL16961127W","Artificial Life: Borrowing from Biology"
"OL16983471W","Image Fusion"
"OL17585780W","The Metaphysical Nature Of The Nonadequacy Claim An Epistemological Analysis Of The Debate On Probability In Artificial Intelligence"
"OL2073794W","A multilingual dictionary of artificial intelligence"
"OL2711557W","Assessing the impact of modeling limits on intelligent systems"
"OL3340778W","Catalogue of artificial intelligence techniques"
"OL3790586W","Information Modelling and Knowledge Bases IV, (Frontiers in Artificial Intelligence and Applications)"
"OL4817901W","A unified system of parameterization for programming languages"
"OL9321001W","Instructor's Solutions Manual"
"OL12339868W","Progress in artificial intelligence"
"OL12608144W","Learning robots"
"OL13354491W","An artificial intelligence approach to understanding natural language"
"OL13464750W","IJCAI-99"
"OL15596246W","Intelligent systems"
"OL16352980W","Artificial intelligence and man-machine systems"
"OL16690619W","Az agy, az elme és a számítógépek"
"OL16884652W","Steps towards parsing of query sequences to a database /c [by] Neil C. Rowe"
"OL16955222W","On the Move to Meaningful Internet Systems: OTM 2010 Workshops"
"OL16962439W","The quest for artificial intelligence"
"OL16962840W","Fuzzy Logic"
"OL17775339W","Pervasive Computing Handbook"
"OL1894140W","Advances in artificial intelligence"
"OL2917884W","Automatic data processing, artificial intelligence and computers"
"OL3370974W","Soft computing in intelligent systems and information processing"
"OL4304808W","Robotics/artificial intelligence/productivity"
"OL4450703W","Representing and reasoning with probabilistic knowledge"
"OL4614473W","Meta-level inference systems"
"OL4724446W","Iskusstvennyĭ intellekt"
"OL8019252W","Handbook of Artificial Intelligence Volume 2"
"OL9384085W","The Spang Robinson Artificial Intelligence Database, 7 Disks"
"OL12539793W","The Fifth International Conference on Artificial Intelligence and Law"
"OL13578665W","9th IEEE International Workshop on Robot and Human Communication"
"OL15568767W","Markov decision processes in artificial intelligence"
"OL16929284W","Computer Vision – ACCV 2010"
"OL16954837W","Intelligent Tutoring Systems"
"OL16968751W","Innovations in Defence Support Systems – 3"
"OL3761801W","Epistemologia applicata"
"OL3968945W","IEEE 2nd International Workshop on Emerging Technologies and Factory Automation"
"OL4707262W","Artificial Intelligence"
"OL4807803W","Artificial intelligence in design"
"OL4906784W","Elemente de inteligență artificială"
"OL716849W","The Mind's I"
"OL8020585W","Artificial Life"
"OL9336120W","Topics in Artificial Intelligence"
"OL11617637W","Introduction to AI robotics"
"OL11997711W","Modeling communication with robots and virtual humans"
"OL12799925W","Scandinavian Conference on Artificial Intelligence 89"
"OL13624725W","Artificial intelligence and security in computing systems"
"OL16388884W","Voprosy teorii intellektualʹnykh robotov i raspoznavanii︠a︡ obrazov"
"OL16624360W","Uncertainty treatment using paraconsistent logic"
