"id","name"
"OL2652019A","Richard Bartle"
"OL2710212A","Zhongzhi Shi"
"OL3593157A","In Cooprtn Sira Ltd."
"OL529327A","Crowther, Peter"
"OL6456743A","International IEEE Symposium ""Intelligent Systems"" (1st :Id2002 Varna, Bulgaria)"
"OL7004770A","International CSI Computer Conference (13th 2008 Kish Island, Iran)"
"OL7204527A","Marina Vos"
"OL7205348A","Tianming Liu"
"OL7205519A","Giambattista Amati"
"OL7207830A","J. P. Marques de Sá"
"OL766144A","Heiserman, David L."
"OL798879A","Gerhard Rigoll"
"OL1454411A","International Conference on Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimisation Problems (2nd 2005 Prague, Czech Republic)"
"OL3242049A","The Infinite Mind"
"OL3616691A","State University Of New York at Binghamt"
"OL388712A","Alison Adam"
"OL454345A","Raad Al-Asady"
"OL4885856A","Workshop on Virtual Intelligence : Academic/Industrial/NASA/Defense (9th 1998 Stockholm, Sweden)"
"OL4936112A","AGI Workshop (2006 Washington, D.C.)"
"OL530890A","Evans, Steven."
"OL5419504A","IEEE International Automated Software Engineering Conference (12th 1997 Incline Village, Nevada)"
"OL6604240A","V. G. Redʹko"
"OL7077407A","Jürgen W. Böse"
"OL7131367A","IEEE International Workshop on Digital Game and Intelligent Toy Enhanced Learning (3rd 2010 Kao-hsiung shih, Taiwan)"
"OL7161924A","Natarajan Meghanathan"
"OL7202764A","Thanasis Daradoumis"
"OL7212484A","H. B. Mitchell"
"OL1268293A","Harald Trost"
"OL2015601A","C. D. Stamopoulos"
"OL30873A","Stanley L. Jaki"
"OL3401418A","Amy Greenwald"
"OL406000A","International Conference on the Applications of Artificial Intelligence in Engineering (12th 1997 Capri, Italy)"
"OL4866645A","Stephen Hockaday"
"OL510750A","Erich Schäfer"
"OL5196051A","IEEE International Conference on Cognitive Informatics (1st 2002 Calgary, Alta.)"
"OL6275106A","International Workshop on Software Engineering, Artificial Intelligence, and Expert Systems in High Energy and Nuclear Physics. (2nd 1992 La Londe les Maures, France)"
"OL7117861A","Tai-hoon Kim"
"OL7210182A","Felix Chan"
"OL768935A","European Workshop on Planning (1st 1991 Sankt Augustin, Germany)"
"OL1070842A","Joan Rothschild"
"OL20721A","Douglas N. Walton"
"OL2746328A","Danny Kopec"
"OL3039519A","James Hendler"
"OL3195572A","D.R. Flower"
"OL4062264A","P. Navrat"
"OL4798596A","German Workshop on Artificial Intelligence (12th 1988 Eringerfeld, Geseke, Germany)"
"OL5067037A","Richard J. Doyle"
"OL5379435A","Gianfranco Secchi"
"OL586075A","Cristian Calude"
"OL6322623A","National Conference on Artificial Intelligence (15th 1998 Madison, Wis.)"
"OL7101814A","Bogusław Twaróg"
"OL7116968A","Russ H. Berkoff"
"OL7202498A","Masumi Ishikawa"
"OL7203862A","Mohammed J. Zaki"
"OL884104A","Mark Derthick"
"OL954043A","Thomas C. Henderson"
"OL954120A","Jacob T. Schwartz"
"OL1039325A","Nicholas J. Belkin"
"OL1233552A","International Conference on Artificial Intelligence and Information-Control Systems of Robots (3rd 1984 Smolenice, Slovakia)"
"OL1396907A","International Conference on Knowledge-Based Intelligent Electronic Systems (8th 2004 Wellington, N.Z.)"
"OL1781235A","Aaron Sloman"
"OL1839570A","Jean Schweitzer"
"OL1910954A","George O. Smith"
"OL3427342A","multiple authors"
"OL3594620A","John A. Barnden"
"OL6436684A","Conference on Uncertainty in Artificial Intelligence (8th 1992 Stanford University)"
"OL686949A","A. N. Averkin"
"OL7144957A","WImBI 2006 (2006 Beijing, China)"
"OL7199300A","Devrim Ünay"
"OL7201230A","Beverley P. Woolf"
"OL238741A","Harmon, Paul"
"OL2648378A","Nobuyoshi Terashima"
"OL4811758A","Xiaoning Ling"
"OL4873949A","Jacques J. Vidal"
"OL5396553A","IEEE International Symposium on Intelligent Control (1994 Columbus, Ohio)"
"OL547359A","Workshop on Virtual Intelligence: Academic/Industrial/NASA/Defense."
"OL5781434A","P.M Ross"
"OL6851877A","David Grace"
"OL693584A","Becker, Barbara Dr. phil."
"OL7037308A","International Symposium on Smart Graphics (10th 2010 Banff, Canada)"
"OL7199970A","P. Balasubramaniam"
"OL7387940A","Becky Chambers"
"OL1199973A","Leszek Rutkowski"
"OL1483249A","John Arnold Kalman"
"OL237976A","David Jefferis"
"OL2784978A","Martin V. Butz"
"OL3302397A","David Rumelhart"
"OL4784811A","International Symposium on Biosimulation (1st 1960 Locarno, Switzerland)"
"OL4939321A","Scott E. Sikora"
"OL5408950A","IEEE International Symposium on Intelligent Control, Intelligent Systems & Semiotics (1999 Cambridge, Mass.)"
"OL5417019A","International Conference on Artificial Intelligence: Methodology, Systems, Applications (10th 2002 Varna, Bulgaria)"
"OL5563059A","International Conference on Artificial Intelligence and Law (3rd 1991 Oxford, England)"
"OL6283055A","Philip C. Jackson"
"OL6371493A","Conference on Uncertainty in Artificial Intelligence (10th 1994 Seattle)"
"OL6831135A","International Workshop on Hybrid Artificial Intelligence Systems"
"OL7073936A","Gabriel Luque"
"OL7124636A","MATES 2009 (2009 Hamburg, Germany)"
"OL1022100A","Leonard Andreevich Rastrigin"
"OL1236187A","Philip C. Jackson"
"OL1396861A","AISC 2004 (2004 Linz, Austria)"
"OL1397022A","IEEE International Conference on Information Reuse and Integration (2004 Las Vegas, Nev.)"
"OL1606997A","Scandinavian Conference on Artificial Intelligence (4th 1993 Stockholm, Sweden)"
"OL219382A","Greg Cox"
"OL228269A","Tom Standage"
"OL448683A","Donald Gillies"
"OL473753A","V. G. Pushkin"
"OL4871387A","Benchmarks and Metrics Workshop (1990 NASA Ames Research Center)"
"OL6202550A","European Congress on Intelligent Techniques and Soft Computing"
"OL6405838A","Conference on Artificial Intelligence Applications (2nd 1984 Miami Beach, Fla.)"
"OL7099535A","Debra Driza"
"OL7205204A","Anna Maria Fanelli"
"OL7243659A","William John Teahan"
"OL727634A","Bruce Balfour"
"OL972014A","Susan U. Stucky"
"OL1547653A","Frederick Hayes-Roth"
"OL220088A","Bruce Mazlish"
"OL256306A","W. Clifton Bean"
"OL2726882A","David M. Bourg"
"OL35384A","IEEE International Conference on Emerging Technologies and Factory Automation (7th 1999 Barcelona, Spain)"
"OL392565A","Fred Glover"
"OL4376580A","K. A. Bagrinovskii"
"OL593403A","International Conference on the Applications of Artificial Intelligence in Engineering (9th 1994 Penn State Great Valley University)"
"OL6253926A","Heinrich T. Wansing"
"OL6348662A","John Charles Francis"
"OL640477A","International Workshop on Software Engineering, Artificial Intelligence, and Expert Systems for High Energy and Nuclear Physics (3rd 1993 Oberammergau, Germany)"
"OL953810A","Connectionist Models Summer School (1988 Carnegie Mellon University)"
"OL1079120A","Fred D'Ignazio"
"OL1294754A","Ernest L. Hall"
"OL1350560A","Jeffrey R. Sampson"
"OL1396104A","International Symposium on Smart Graphics (4th 2004 Banff, Alta.)"
"OL1396849A","IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology (2004 La Jolla, Calif.)"
"OL19107A","Rudy Rucker"
"OL222621A","Sandy Fritz"
"OL2680594A","Philipp Cimiano"
"OL2912488A","David L. Waltz"
"OL3030002A","Kazuyuki Murase"
"OL5580277A","Bernard Silver"
"OL576005A","European Workshop on Modelling Autonomous Agents in a Multi-Agent World (4th 1992 San Martino al Cimino, Italy)"
"OL587904A","Stan Franklin"
"OL6501112A","SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence. (25th 2005 Cambridge, England)"
"OL7128251A","EvoBIO 2010 (2010 Istanbul, Turkey)"
"OL7201215A","Dominik Ślęzak"
"OL7208999A","Antônio Carlos da Rocha Costa"
"OL7409864A","Eric C. Leuthardt"
"OL1121682A","Robert C. Berwick"
"OL29790A","Howard Gardner"
"OL381637A","Freedman, David"
"OL4398656A","Chuck Rieger"
"OL4677155A","IASTED International Conference: Artificial Intelligence Applications & Neural Networks. (1991 Zurich, Switzerland)"
"OL4862281A","Bruno Olshausen"
"OL4869789A","William C. Carpenter"
"OL590794A","Mohamad H. Hassoun"
"OL6210132A","Ajit Narayanan"
"OL6260351A","William R. 1933- Arnold"
"OL6832794A","Agusti Solanas"
"OL7085494A","Akitoshi Hanazawa"
"OL7200640A","Jacques Blanc-Talon"
"OL7204349A","Timo Honkela"
"OL839716A","IFIP TC 12/WG 12.3 International Workshop on Automated Reasoning (1992 Beijing, China)"
"OL885089A","Christopher John Hogger"
"OL947871A","American Nuclear Society Topical Meeting on Artificial Intelligence and Other Innovative Computer Applications (1987 Snowbird, Utah)"
"OL1005293A","Klaus K. Obermeier"
"OL1108547A","Jan Christoph Meister"
"OL1121906A","Flynn, George"
"OL1188644A","Ralph Grishman"
"OL133220A","Nilsson, Nils J."
"OL1353471A","International Conference on Robotics and Intelligent Machines in Agriculture (1st 1983 Tampa, Fla.)"
"OL2682477A","Jacques Calmet"
"OL3223608A","Istanbul-Vienna Philosophical Circle"
"OL3284896A","Rainer Born"
"OL338872A","International Conference on Artificial Intelligence Planning Systems (3rd 1996 Edinburgh, Scotland)"
"OL4941035A","International Conference on Knowledge-Based Intelligent Information and Engineering Systems (11th 2007 Vietri sul Mare, Italy)"
"OL5129818A","Scott K. Gibson"
"OL5409420A","International Conference on Industrial & Engineering Applications of Artificial Intelligence & Expert Systems (13th 2000 New Orleans, La.)"
"OL5419234A","SG 2003 (2003 European Media Lab, Heidelberg, Germany)"
"OL5426254A","Catalonian Conference on AI (2004 Barcelona, Spain)"
"OL5489262A","JURIX 2004 (2004 Max Planck Society)"
"OL6094201A","International Joint Conference on Artificial Intelligence (14th 1995 Montréal, Québec)"
"OL6497811A","International Conference on the Application of Artificial Intelligence to Civil and Structural Engineering (7th 2003 Egmond aan Zee, Netherlands)"
"OL7040313A","Benjamin Sutherland"
"OL893441A","Garfield Reeves-Stevens"
"OL1188142A","International Conference on Artificial Intelligence in Medicine (1985 Pavia, Italy)"
"OL1295930A","D. A. Waterman"
"OL1353315A","Ian Litterick"
"OL5038393A","International Symposium on Biosimulation.  1st, Locarno 1960"
"OL617028A","Stephan von Zelewski"
"OL6489196A","Workshop on Open, Interactive and other Overt Approaches to Learner Modelling (1999 Le Mans, France)"
"OL6854806A","Australasian Joint Conference on Artificial Intelligence (21st 2008 Auckland, N.Z.)"
"OL6963797A","Michael Anderson"
"OL7200101A","NetLibrary, Inc"
"OL7205515A","Mikko Kolehmainen"
"OL891491A","Dennis Mercadal"
"OL951456A","Ajit Narayanan"
"OL236156A","Mark Dery"
"OL2902489A","Robert W. Lawler"
"OL3872291A","Calif.) Teched 200 (2000 Palm Springs"
"OL4764629A","Michael L. Johnson"
"OL4806105A","IEEE International Symposium on Intelligent Control (1991 Arlington, Va.)"
"OL532980A","Stein, Robert E."
"OL5385607A","Symposium on Professional Practice in Artificial Intelligence (2nd 2006 Santiago, Chile)"
"OL6049533A","IEEE International Conference on Artificial Intelligence Systems (2002 Divnomorskoe, Russia)"
"OL6518280A","IFIP WG 12.5 Working Conference on Industrial Applications of Semantic Web (1st 2005 Jyväskylä, Finland)"
"OL7319671A","Daisuke Bekki"
"OL765933A","Hans Dieter Junge"
"OL792193A","E. I͡U Kandrashina"
"OL831681A","Wilhelm Burger"
"OL1636441A","I͡Uriĭ Veniaminovich Orfeev"
"OL3408453A","Mongi A. Abidi"
"OL5347280A","Stuart Holroyd"
"OL5419163A","CEEMAS 2003 (2003 Prague, Czech Republic)"
"OL5544126A","Joint German /Austrian Conference on Artificial Intelligence (2001 Vienna, Austria)"
"OL591780A","Ian P. Mulholland"
"OL813811A","Inessa Leonidovna Bukatova"
"OL1163801A","S. I͡U Maslov"
"OL1396054A","International Conference on Industrial & Engineering Applications of Artificial Intelligence & Expert Systems (17th 2004 Ottawa, Ont.)"
"OL1520578A","IEEE/WIC/ACM International Conference on Intelligent Agent Technology (2004 Beijing, China)"
"OL2784865A","Philippe Baptiste"
"OL3179989A","Sergei O. Kuznetsov"
"OL370982A","Joachim Tako"
"OL4069672A","Changhoon Lee"
"OL500738A","Fuzzy Duisburg '94 (1994 Duisburg, Germany)"
"OL5087152A","Peter Smith"
"OL5101449A","IEEE Symposium on Artificial Life (1st 2007 Honolulu, Hawaii)"
"OL5191040A","RSKT 2008 (2008 Chengdu, China)"
"OL671111A","Fernand J. Vandamme"
"OL6989639A","L. A. Zinchenko"
"OL7145278A","IFIP TC 12 International Conference on Artificial Intelligence (3rd 2010 Brisbane, Qld.)"
"OL975745A","Alain Bonnet"
"OL1127376A","Kurt L. Reichert"
"OL1175818A","North Atlantic Treaty Organization."
"OL1591131A","John S. Gero"
"OL2709870A","Hannu Kangassalo"
"OL2775833A","Robert L. Perry"
"OL3247412A","A. E. Nisenfedl"
"OL3305040A","William Raynor"
"OL4062175A","M. Valcke"
"OL4691218A","James Patrick Delgrande"
"OL4924655A","National Research Council Canada. Associate Committee on Artificial Intelligence."
"OL4940701A","International Conference on Rewriting Techniques and Applications (18th 2007 Paris, France)"
"OL5592084A","Thomas Dollman"
"OL5973603A","International Conference on Tools for Artificial Intelligence (6th 1994 New Orleans, La.)"
"OL6104268A","Conférence européenne sur les techniques et les applications de l'intelligence artificielle en milieu industriel et de service. (1st 1989 Paris, France)"
"OL6125845A","Ioannis Iglezakis"
"OL6435872A","Andreas Mandahus"
"OL7117889A","LPAR (Conference) (17th 2010 Yogyakarta, Indonesia)"
"OL7204394A","Achim Zielesny"
"OL7212937A","Armin Biere"
"OL765596A","IFIP WG 5.4/IFAC Workshop on Dependability of Artificial Intelligence Systems (1991 Vienna, Austria)"
"OL891635A","European Workshop on Modelling Autonomous Agents in a Multi-Agent World (1st 1989 Cambridge, England)"
"OL1005945A","Steven E. Hampson"
"OL1233061A","William B. Gevarter"
"OL1661930A","Business Communications Co."
"OL243471A","Newton C. Braga"
"OL2817949A","Thomas Sturm"
"OL3154623A","Zdzislaw Bubnicki"
"OL3178904A","Anthony Brabazon"
"OL383825A","Bart Kosko"
"OL467040A","Aleksandr Mikhaĭlovich Kondratov"
"OL4718015A","Lucas Gerrit Baas"
"OL528828A","International Joint Conference on Artificial Intelligence (14th 1995 Montréal, Québec)"
"OL6430861A","Cognitive Science Society (U.S.). Conference."
"OL6928117A","IEEE International Conference on Information Reuse and Integration (2007 Las Vegas, Nev.)"
"OL6955687A","Oliviero Stock"
"OL7051681A","ICARIS 2010 (2010 Edinburgh, Scotland)"
"OL7204335A","Przemysław Różewski"
"OL7224935A","Leif Sterling"
"OL7287406A","Jahau Lewis Chen"
"OL828148A","Jeffrey Rothfeder"
"OL1298140A","Fiora Pirri"
"OL259969A","Michael Shaw"
"OL2912979A","Nadia Creignou"
"OL3039497A","Raymond Reiter"
"OL3419550A","M. Catherine Majumdar"
"OL390705A","International Joint Conference on Qualitative and Quantitative Practical Reasoning (1st 1997 Bad Honnef, Germany)"
"OL4940945A","MoChArt IV (2006 Riva, Italy)"
"OL5426095A","Milan Studený"
"OL5560494A","Conference on Artificial Intelligence (7th 1991 Miami Beach, Florida)"
"OL5622259A","International Conference on Systems Research, Informatics and Cybernetics (13th 2001 Baden-Baden, Germany)"
"OL6439702A","International Conference on Neural Networks and Expert Systems in Medicine and Healthcare (3rd 1998 Pisa, Italy)"
"OL6502541A","International Conference on Fifth Generation Computer Systems (1988 Tokyo)"
"OL6530878A","International Conference on New Trends in Software Methodologies, Tools and Techniques (5th 2006 Quebec, Canada)"
"OL6864058A","Eshaa M. Alkhalifa"
"OL7200288A","José Luis Balcázar"
"OL7244316A","William John Teahan"
"OL745097A","Egon Weide"
"OL1004470A","A. M. Andrew"
"OL1049222A","German Workshop on Artificial Intelligence (8th 1984 Wingst, Germany)"
"OL1189801A","Francis Neelamkavil"
"OL1430914A","Alan Stocker"
"OL1917846A","Computer and Information Sciences Symposium Miami Beach, Fla. 1969."
"OL270651A","International Workshop on Intelligent and Cooperative Information Systems (6th 1997 Zakopane, Poland)"
"OL3178317A","Raymond S.T. Lee"
"OL3671665A","Barry H. V. Topping"
"OL4599023A","P. A. M. Gelepithis"
"OL4864936A","Mark J. Ringer"
"OL5224258A","Starting Artificial Intelligence Researchers Symposium (3rd 2006 [Riva, Italy])"
"OL6936602A","Evor Hines"
"OL6960850A","Roger Nkambou"
"OL7051676A","International Conference on Case-Based Reasoning (18th 2010 Alessandria, Italy)"
"OL769629A","David E. Heckerman"
"OL1709811A","John Theodore Macnamara"
"OL23206A","Greg Bear"
"OL25958A","Richard O. Duda"
"OL2927829A","Troy Henson"
"OL3872357A","Robert J. Howlett"
"OL5757360A","Scandinavian Conference on Artificial Intelligence (2nd 1989 Tampere, Finland)"
"OL6455504A","Ibero-American Conference on Artificial Intelligence (8th 2002 Seville, Spain)"
"OL709543A","International Conference on Industrial & Engineering Applications of Artificial Intelligence & Expert Systems (6th 1993 Edinburgh, Scotland)"
"OL7208695A","Hidefumi Sawai"
"OL7212281A","Pedro A. González Calero"
"OL1104013A","European Conference on Artificial Intelligence in Medicine (1987 Marseille, France)"
"OL1458877A","Time-Life Books"
"OL3178272A","Alexander Gelbukh"
"OL42785A","International Conference on Artificial Intelligence Planning Systems (4th 1998 Carnegie Mellon University)"
"OL4446581A","Richard Paul Taylor"
"OL526291A","Len Dorfman"
"OL566336A","Conference on AI Applications in Physical Sciences (1992 Bhabha Atomic Research Centre)"
"OL6428042A","International Joint Conference on Artificial Intelligence (1st 1969 Washington, D. C.)"
"OL671081A","A. G. Kurʹi͡an"
"OL7051308A","Ngọc Thanh Nguyễn"
"OL7137703A","Leonard Barolli"
"OL7202320A","Robert Meersman"
"OL856714A","Nederlandstalige AI-Conferentie (2nd 1989 Enschede, Netherlands)"
"OL903531A","V. Sh Rubashkin"
"OL1007623A","Roberto Serra"
"OL1011358A","Rich, Charles"
"OL1479653A","Apostolos Syropoulos"
"OL1718811A","Duane T. McRuer"
"OL228679A","J. David Bolter"
"OL239493A","Bernhard Ganter"
"OL260565A","Dan Shafer"
"OL325172A","H. H. Teh"
"OL407072A","IEEE International Conference on Evolutionary Computation (1997 Indianapolis, IN)"
"OL4427303A","Kate Cornwall-Jones"
"OL497495A","D. Karagiannis"
"OL5030597A","Ann M. Shoben"
"OL5062543A","Georgios Paliouras"
"OL6472022A","ISCA International Conference on Intelligent Systems (10th 2001 Arlington, Va.)"
"OL7061742A","Rainer Stiefelhagen"
"OL7121176A","Christoph von der Malsburg"
"OL7134798A","KSEM 2007 (2007 Melbourne, Vic.)"
"OL7147091A","EvoBIO 2012 (2012 Málaga, Spain)"
"OL7199526A","Ronan Boulic"
"OL777294A","International Conference on Artificial Intelligence Applications on Wall Street (1st 1991 New York, N.Y.)"
"OL902498A","Congreso de Inteligencia Artificial (1987 Facultad de Informática de Donostia-San Sebastián)"
"OL990008A","Edward F. Morrison"
"OL1194968A","Burton, Mike"
"OL1399356A","IEEE International Conference on Information Reuse and Integration (2003 Las Vegas, Nev.)"
"OL1519466A","IEEE/WIC International Conference on Intelligent Agent Technology (2003 Halifax, N.S.)"
"OL236688A","German Conference on Artificial Intelligence (22nd 1998 Bremen, Germany)"
"OL2739854A","Léa Sombé"
"OL3226474A","Nikolaos G. Bourbakis"
"OL3242380A","Ruzena Bajcsy"
"OL461233A","IEEE International Conference on Evolutionary Computation (1996 Nagoya University)"
"OL6187725A","Ė. V. Popov"
"OL6248206A","Trends in Electronics Conference (1990 Hong Kong)"
"OL6257516A","Martin Ringle"
"OL638534A","David Rogers"
"OL6460233A","P. Andrew Karam"
"OL6493385A","Congress of Logic Applied to Technology (4th 2003 Marília, Brazil)"
"OL6516194A","MARGARET MASTERMAN"
"OL6582609A","Dawei Song"
"OL7207372A","Jarosław Stepaniuk"
"OL1388540A","Graham Forsyth"
"OL226165A","Graziella Tonfoni"
"OL272762A","Jacques Bolo"
"OL2736700A","Jack Kurzweil"
"OL2822951A","Mark Walden"
"OL3015884A","Joan Stoddard"
"OL3050821A","Thomas Horn"
"OL3241803A","J. Skrzypek"
"OL3401474A","Danny De Schreye"
"OL3616605A","Conf on Artifical"
"OL395858A","Donald R. Tveter"
"OL422563A","Jean Claude Gardin"
"OL4752681A","Jeremy Campbell"
"OL5129969A","International Conference on Computational Intelligence and Security Workshops (2007 Harbin, Heilongjiang, China)"
"OL526418A","Michael L. Johnson"
"OL5285283A","Gabriel McDermott"
"OL5364502A","Elena Marie Bosque"
"OL5370675A","E4MAS 2006 (2006 Hakodate-shi, Japan)"
"OL5602916A","John Weber Carr"
"OL5848343A","Computer and Information Sciences Symposium, Northwestern University 1963"
"OL6237313A","Stuart Goldkind"
"OL6450370A","International Conference on Artificial Intelligence: Methodology, Systems, Applications. (3rd 1988 Varna, Bulgaria)"
"OL7205483A","P. Carlo Cacciabue"
"OL1072482A","European Conference on Artificial Intelligence (7th 1986 Brighton, England)"
"OL1193574A","Stuart Goldkind"
"OL1426968A","Daniel H. Wilson"
"OL2739773A","Mark Chignell"
"OL3136014A","Gabriel Otman"
"OL3420645A","SPANG: THE SPAN"
"OL458987A","Peihua Gu"
"OL5013902A","Heidi Janis King"
"OL5175905A","IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology (4th 2007 Honolulu, Hawaii)"
"OL548844A","Asian Fuzzy Systems Symposium (1996 Kenting, Taiwan)"
"OL5561687A","Tongxing Jia"
"OL6881072A","JURIX 2009 (2009 Erasmus University Rotterdam)"
"OL712823A","Philip D. Wasserman"
"OL7206302A","Atanu Sengupta"
"OL835465A","M. Mitchell Waldrop"
"OL893861A","Vámos, Tibor."
"OL1120780A","J. Pitrat"
"OL1346243A","Michael George Dyer"
"OL2959875A","Gregory W. Henry"
"OL3039620A","Worth Martin"
"OL3334107A","Patrick Lambrix"
"OL540690A","Manuel De Landa"
"OL548782A","IEEE International Joint Symposia on Intelligence and Systems (1996 Rockville, Md.)"
"OL5563305A","International Conference on Intelligent User Interfaces (2003 Miami, Fla.)"
"OL5842523A","Systems Symposium, 4th, Case Western Reserve University 1968"
"OL588096A","Paul R. Cohen"
"OL7079202A","Tama Leaver"
"OL948449A","Gerald W. Hopple"
"OL233881A","N. Katherine Hayles"
"OL2675435A","Ian Smith"
"OL3385232A","Winston P. Henry"
"OL4594561A","Goddard Conference on Space Applications of Artificial Intelligence (8th 1993 Goddard Space Flight Center)"
"OL4854690A","James Lowrie"
"OL4940951A","ICARIS 2007 (2007 Santos, São Paulo, Brazil)"
"OL5284919A","Computer and Information Sciences Symposium, 3d, Miami Beach, Fla. 1969"
"OL6734501A","Bert van Dam"
"OL6857518A","Francisco V. Cipolla-Ficarra"
"OL896684A","AI Systems in Government Conference (5th 1990 Washington, D.C.)"
"OL1086716A","Peter Coxhead"
"OL1125796A","Lawrence Stevens"
"OL1578174A","Vsesoi͡uznai͡a konferent͡sii͡a ""Metody matematicheskoĭ logiki v problemakh iskusstvennogo intellekta i sistematicheskoe programmirovanie"" (1980 Palanga, Lithuania)"
"OL26612A","Morton Wagman"
"OL26829A","David H. Jonassen"
"OL2684997A","George Gilder"
"OL2935938A","University Of California"
"OL331948A","Günter Hotz"
"OL3640215A","Geoffrey E Hinton"
"OL3872458A","C. Kray"
"OL4950977A","IEEE International Conference on Emerging Technologies and Factory Automation (10th 2005 Catania, Italy)"
"OL5611088A","Carl F. Hostetter"
"OL5689755A","German Conference on Artificial Intelligence (27th 2004 Ulm, Germany)"
"OL635060A","International Conference on Artificial Intelligence Planning Systems (2nd 1994 University of Chicago)"
"OL6930168A","Ihwa Inmun Kwahagwŏn"
"OL7203975A","Jordi Vitrià"
"OL1634819A","Hermann Schnabl"
"OL2681337A","G. Rzevski"
"OL3989096A","Yuval Shahar"
"OL449310A","European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty (1995 Fribourg, Switzerland)"
"OL4561408A","UK Workshop on Education and Training in Artificial Intelligence (1988 University of Reading)"
"OL4687768A","Arkady.* Eivin"
"OL5338625A","International FLINS Workshop (3rd 1998 Antwerp, Belgium)"
"OL5430251A","German Conference on Artificial Intelligence (28th 2005 Koblenz, Germany)"
"OL5615072A","International Conference on Intelligent User Interfaces (2000 New Orleans, La.)"
"OL6161828A","A. K. M. Mostafa Kamal"
"OL6924809A","Iain M. Banks"
"OL6993061A","L. A. Zinchenko"
"OL7089752A","JELIA 2010 (2010 Helsinki, Finland)"
"OL7125003A","W. Ceusters"
"OL714999A","V. V. Aleksandrov"
"OL7163096A","Liang Wang"
"OL1013859A","Christopher F. Chabris"
"OL1396938A","Marcus Hutter"
"OL1914567A","Walter C. Giffin"
"OL2464029A","Craig DeLancey"
"OL2829941A","Qi Luo"
"OL4250361A","George Kohl"
"OL4718029A","John C. Kunz"
"OL4869785A","Michael W. McGreevy"
"OL615473A","Francesco Tampoia"
"OL7212027A","Nikos Hatziargyriou"
"OL788775A","John Kelly"
"OL859978A","Jean-Michel Hoc"
"OL1005194A","John Aloimonos"
"OL1077502A","Conference on Theoretical Aspects of Reasoning about Knowledge (2nd 1988 Pacific Grove, Calif.)"
"OL220399A","Jerry Pournelle"
"OL266595A","Jürgen Claus"
"OL26723A","John David Funge"
"OL2732675A","IEEE"
"OL3616631A","Conference on Artificial Intelligence Applications"
"OL3617647A","Mohan M. Trivedi"
"OL4382234A","K. R. Brain"
"OL4722409A","Wayne D Gray"
"OL4865311A","Dan Hays"
"OL4952501A","International Conference on Systems Research, Informatics and Cybernetics (15th 2003 Baden-Baden, Germany)"
"OL5043787A","SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence. (27th 2007 Cambridge, England)"
"OL542084A","Noel Williams"
"OL6207553A","Bertossi, Leopoldo, E."
"OL659074A","H. P. Newquist"
"OL6833930A","Shengli Song"
"OL7067084A","International Conference on Formal Concept Analysis (9th 2011 Nicosia, Cyprus)"
"OL717501A","George W. Atkinson"
"OL7239157A","Andre Mikhailovich Solonitsyn"
"OL1005238A","Raymond J. Mooney"
"OL2648306A","Christopher Tong"
"OL3234533A","B.H.V. Topping"
"OL3872515A","Mauro Birattari"
"OL5384144A","Kenan E. Sahin"
"OL5408426A","International Conference on Case-Based Reasoning (3rd 1999 Seeon Monastery, Germany)"
"OL5563079A","International Workshop on Intelligent User Interfaces (1993 Orlando, Fla.)"
"OL6270374A","EvoBIO 2008 (2008 Naples, Italy)"
"OL6357976A","Conference on Artificial Intelligence Applications (6th 1990 Santa Barbara, Calif.)"
"OL6603112A","International Conference on Artificial Intelligence in Design (7th 2002 Cambridge University)"
"OL7207085A","Bjoern Menze"
"OL798259A","Barry Lenson"
"OL843104A","Julia Gelfand"
"OL951908A","International Symposium on Methodologies for Intelligent Systems (3rd 1988 Turin, Italy)"
"OL1436147A","Paul Smolensky"
"OL1481192A","Mat Buckland"
"OL2128867A","Sheldon Baron"
"OL2670449A","Christopher G. Langton"
"OL3227938A","Reggie Kwan"
"OL4358943A","Tim Smithers"
"OL4398327A","British Computer Society"
"OL4940838A","International Conference on Case-Based Reasoning (7th 2007 Belfast, Northern Ireland)"
"OL529456A","International Symposium on Methodologies for Intelligent Systems (9th 1996 Zakopane, Poland)"
"OL5386466A","IEEE International Symposium on Intelligent Control (1992 Glasgow, Scotland)"
"OL5519815A","Neuro-Nîmes. (4th 1991 Nîmes, France)"
"OL579149A","Roger Penrose"
"OL582518A","Grant Fjermedal"
"OL587423A","Baldwin, J. F."
"OL6991364A","Florida AI Research Symposium (23rd 2010 Daytona Beach, Fla.)"
"OL7064115A","KES-AMSTA 2011 (2011 Manchester, England)"
"OL7204168A","James J. Park"
"OL7275296A","William John Teahan"
"OL858099A","A. M. Khazen"
"OL1520577A","IEEE/WIC International Conference on Intelligent Agent Technology (2004 Beijing, China)"
"OL1706935A","James C. Bezdek"
"OL194035A","Jean-Pierre Changeux"
"OL26144A","International Symposium on Methodologies for Intelligent Systems (11th 1999 Warsaw, Poland)"
"OL2784787A","Michael J. Shaw"
"OL3257998A","LANGENSCHEID"
"OL391049A","Holland, John H."
