"id","subject"
"1112","JavaScript"
"1113","Jean Piaget"
"1114","Jeopardy! (Television program)"
"1115","Jeu"
"1116","Jeux educatifs"
"1117","Jeux, Théorie des"
"1118","Joanna Russ"
"1119","Job shops"
"1120","Judgment"
"1121","Judicial process"
"1122","Junior high school students"
"1123","Justification (Theory of knowledge)"
"1124","Juvenile fiction"
"1125","Juvenile fiction.."
"1126","Juvenile literature"
"1127","Kausales Denken"
"1128","Kausalität"
"1129","Kausalsatz"
"1130","Kenkyū kanri"
"1131","Kidnapping"
"1132","Kind"
"1133","Kinematics"
"1134","Kinesiology"
"1135","Knowledge"
"1136","Knowledge Management"
"1137","Knowledge Representation and Reasoning (Computer Science)"
"1138","Knowledge Structures"
"1139","Knowledge Transfer"
"1140","Knowledge acquisition (Expert systems)"
"1141","Knowledge and Power"
"1142","Knowledge bases (Artificial intelligence"
"1143","Knowledge bases (Artificial intelligence)"
"1144","Knowledge management"
"1145","Knowledge representation"
"1146","Knowledge representation (Information theory)"
"1147","Knowledge, Sociology of"
"1148","Knowledge, Theory of"
"1149","Knowledge, Theory of, in literature"
"1150","Kognition"
"1151","Kognitionswissenschaft"
"1152","Kognitive Entwicklung"
"1153","Kognitiver Prozess"
"1154","Kombinatorische Optimierung"
"1155","Kommunikationssystem"
"1156","Kongress"
"1157","Konnektionismus"
"1158","Kritik"
"1159","Ku nstliche Intelligenz"
"1160","Kunstig intelligens"
"1161","Kunstmatige intelligentie"
"1162","Kunstliche Intelligenz"
"1163","Kybernetisches Modell"
"1164","Künstliche Intelligenz"
"1165","Künstliches Leben"
"1166","LDL (Computer program language)"
"1167","LEGO (Jouets)"
"1168","LEGO toys"
"1169","LISP (Computer program language)"
"1170","LISP (Programming language)"
"1171","LITERARY CRITICISM / Science Fiction & Fantasy"
"1172","Labor supply"
"1173","Laboratory Techniques and Procedures"
"1174","Langage"
"1175","Langage intelligence artificielle"
"1176","Langages a objets (Informatique)"
"1177","Language"
"1178","Language Arts"
"1179","Language Translation and Linguistics"
"1180","Language acquisition"
"1181","Language and languages"
"1182","Language and logic"
"1183","Language arts"
"1184","Language development"
"1185","Language disorders"
"1186","Languages, Artificial"
"1187","Large type books"
"1188","Laser materials"
"1189","Lateral control"
"1190","Latin Inscriptions"
"1191","Lattice theory"
"1192","Law"
"1193","Law and legislation"
"1194","Law enforcement"
"1195","Learning"
"1196","Learning ability"
"1197","Learning models (Stochastic processes)"
"1198","Learning, Psychology of"
"1199","Legal research"
"1200","Legal status, laws"
"1201","Legislation"
"1202","Leonard McCoy (Fictitious character)"
"1203","Lernen"
"1204","Lernendes System"
"1205","Lesson planning"
"1206","Lexicography"
"1207","Libraries"
"1208","Library applications"
"1209","Library information networks"
"1210","Library science"
"1211","Life"
"1212","Life (Biology)"
"1213","Life on other planets"
"1214","Life sciences"
"1215","Life support systems (Space environment)"
"1216","Linguagem de programacao (outras)"
"1217","Linguistic String Parser (Computer grammar)"
"1218","Linguistic models"
"1219","Linguistic research"
"1220","Linguistics"
"1221","Literary collections"
"1222","Literatur, Rhetorik, Literaturwissenschaft"
"1223","Literature and technology"
"1224","Literature, Comparative"
"1225","Local Wisdom"
"1226","Local and light Railroads"
"1227","Locative constructions"
"1228","Logic"
"1229","Logic design"
"1230","Logic machines"
"1231","Logic programming"
"1232","Logic, Symbolic and mathematical"
"1233","Logic, symbolic and mathematical"
"1234","Logica"
"1235","Logical positivism"
"1236","Logics and Meanings of Programs"
"1237","Logik"
"1238","Logique"
"1239","Logique mathematique non classique"
"1240","Logique symbolique et mathe matique"
"1241","Logique symbolique et mathematique"
"1242","Logique symbolique et mathématique"
"1243","Logische Programmierung"
"1244","Long Now Manual for Civilization"
"1245","Longevity"
"1246","Lotus 1-2-3 (Computer file)"
"1247","Lymph nodes"
"1248","MATHEMATICS / Probability & Statistics / General"
"1249","MEDLARS"
"1250","MEDLINE"
"1251","MERCATOR"
"1252","META (Computer program)"
"1253","MICAI"
"1254","MOSES (Computer system)"
"1255","MUSIC"
"1256","Machine Intlligence"
"1257","Machine Theory"
"1258","Machine learning"
"1259","Machine theory"
"1260","Machine translating"
"1261","Machine vision"
"1262","Machine-learning"
"1263","Machine=tools"
"1264","Machinery"
"1265","Machinery in literature"
"1266","Machining"
"1267","Macintosh (Computer)"
"1268","Magnetic resonance imaging"
"1269","Maintenance and repair"
"1270","Malfunctions"
"1271","Man machine systems"
"1272","Man-machine systems"
"1273","Man-woman relationships"
"1274","Management"
"1275","Management information systems"
"1276","Management planning"
"1277","Managerial accounting"
"1278","Maniobras de guerra"
"1279","Manipulators"
"1280","Manipulators (Mechanism)"
"1281","Manufacturing"
"1282","Manufacturing processes"
"1283","Marketing"
"1284","Markov processes"
"1285","Marriage brokerage"
"1286","Maschinelles Lernen"
"1287","Maschinelles Sehen"
"1288","Massachusetts Institute of Technology. Libraries"
"1289","Mate selection"
"1290","Matematica"
"1291","Materials"
"1292","Materials handling"
"1293","Mathematical Computing"
"1294","Mathematical Logic and Formal Languages"
"1295","Mathematical analysis"
"1296","Mathematical geography"
"1297","Mathematical linguistics"
"1298","Mathematical logic"
"1299","Mathematical models"
"1300","Mathematical optimization"
"1301","Mathematical physics"
"1302","Mathematical statistics"
"1303","Mathematicians"
"1304","Mathematics"
"1305","Mathematics Education"
"1306","Mathematische Logik"
"1307","Mathematisches Modell"
"1308","Mathématiques"
"1309","Meaning (Philosophy)"
"1310","Measurement"
"1311","Mechanical"
"1312","Mechanical engineering"
"1313","Mechanical wear"
"1314","Mechanism (Philosophy)"
"1315","Mechatronics"
"1316","Medical Education"
"1317","Medical Informatics"
"1318","Medical Informatics Applications"
"1319","Medical Radiography"
"1320","Medical Radiology"
"1321","Medical applications"
"1322","Medical care"
"1323","Medical informatics"
"1324","Medical logic"
"1325","Medical protocols"
"1326","Medical records"
"1327","Medicine"
"1328","Medizin"
"1329","Mehragentensystem"
"1330","Mehrsortige Pra dikatenlogik"
"1331","Memory"
"1332","Memory (Computers)"
"1333","Mensch"
"1334","Mensen"
"1335","Mental Processes"
"1336","Mental health"
"1337","Mental illness"
"1338","Mental performance"
"1339","Mentale representatie"
"1340","Mentifex"
"1341","Messprozess"
"1342","Mesures"
"1343","Metacognition"
"1344","Metadata"
"1345","Metamathematica"
"1346","Metamathematics"
"1347","Metaphor"
"1348","Metaphysics"
"1349","Metatheory"
"1350","Methodology"
"1351","Methods"
"1352","Metric space"
"1353","Micro-PROLOG (Computer program language)"
"1354","Micro-ordinateurs"
"1355","Microcomputadoras"
"1356","Microcomputer Networks"
"1357","Microcomputers"
"1358","Microelectronics"
"1359","Microgravity"
"1360","Micromechanics"
"1361","Microprogramming"
"1362","Microwaves"
"1363","Middle schools"
"1364","Middleware"
"1365","Military"
"1366","Military applications"
"1367","Military art and science"
"1368","Military engineering"
"1369","Military science fiction"
"1370","Military supplies"
"1371","Military surveillance"
"1372","Mind and body"
"1373","Mine accidents"
"1374","Mines and mineral resources"
"1375","Minicomputers"
"1376","Minimum description length (Information theory)"
"1377","Minsky, Marvin Lee, 1927-"
"1378","Misleiding"
"1379","Mission planning"
"1380","Mobile computing"
"1381","Mobile robots"
"1382","Modalite  (Logique)"
"1383","Modality (Logic)"
"1384","Modality (Theory of knowledge)"
"1385","Modallogik"
"1386","Model Checking"
"1387","Modell"
"1388","Modellgetriebene Entwicklung"
"1389","Models"
"1390","Models, Psychological"
"1391","Models, Theoretical"
"1392","Modern Civilization"
"1393","Modern Ethics"
"1394","Modèles mathématiques"
"1395","Moi (Philosophie)"
"1396","Molecular Evolution"
"1397","Molecular biologists"
"1398","Molecular biologists in fiction"
"1399","Molecular computers"
"1400","Monitors"
"1401","Monoclonal antibodies"
"1402","Monte Carlo method"
"1403","Moon"
"1404","Moral Philosophy"
"1405","Moral and ethical aspects"
"1406","Moral and ethical aspects of Artificial intelligence"
"1407","Moral and ethical aspects of Computers"
"1408","Moral and ethical aspects of Decision making"
"1409","Moral and ethical aspects of Electronic data processing"
"1410","Moral and ethical aspects of Information technology"
"1411","Moral and ethical aspects of Science"
"1412","Motion"
"1413","Motion perception (Vision)"
"1414","Motor learning"
"1415","Motor vehicles"
"1416","Motorik"
"1417","Multiagent systems"
"1418","Multimedia"
"1419","Multimedia (Art)"
"1420","Multimedia communications"
"1421","Multimedia systems"
"1422","Multimédia"
"1423","Multiple Intelligences"
"1424","Multisensor data fusion"
"1425","Murder"
"1426","Music"
"1427","Musical applications"
"1428","Musical notation"
"1429","Musical perception"
"1430","Musicologie"
"1431","Mustererkennung"
"1432","Mécanique humaine"
"1433","Médecine"
"1434","Méthodologie"
"1435","NAVAL VESSELS"
"1436","NETL (Computer system)"
"1437","Nafai (Fictitious character)"
"1438","Nanotechnologie"
"1439","Nanotechnology"
"1440","Nanotechnology in fiction"
"1441","Narration"
"1442","Narration (Rhetoric)"
"1443","Narrative Discourse analysis"
"1444","National security"
"1445","National security in fiction"
"1446","Natural Language Processing"
"1447","Natural computation"
"1448","Natural language (Computers)"
"1449","Natural language processing (Computer science)"
"1450","Natuurkundigen"
"1451","Natuurwetenschappen"
"1452","Navigation"
"1453","Negotiable instruments"
"1454","Negotiation"
"1455","Nerve Net"
"1456","Nervennetz"
"1457","Nervous system"
"1458","Network analysis"
"1459","Network control"
"1460","Networking - General"
"1461","Netzwerktopologie"
"1462","Neural Networks"
"1463","Neural Networks (Computer)"
"1464","Neural circuitry"
"1465","Neural computers"
"1466","Neural nets"
"1467","Neural networks"
"1468","Neural networks (Computer science)"
"1469","Neural networks (Neurobiology)"
"1470","Neurale netwerken"
"1471","Neurobiology"
"1472","Neurocomputer"
"1473","Neurofisiologia"
"1474","Neuroinformatik"
"1475","Neurolinguistic Programming Language"
"1476","Neurolinguistics"
"1477","Neurological Models"
"1478","Neurology"
"1479","Neuronales Netz"
"1480","Neurons"
"1481","Neurophysiology"
"1482","Neuropsychiatry"
"1483","Neuropsychologie"
"1484","Neuropsychology"
"1485","Neuroscience"
"1486","Neurosciences"
"1487","Neurosciences cognitives"
"1488","Nevada"
"1489","Nevada in fiction"
"1490","New York Times bestseller"
"1491","Nichtmonotones Schlie©en"
"1492","Nonclassical mathematical logic"
"1493","Nondestructive tests"
"1494","Nonfiction"
"1495","Nonlinear control theory"
"1496","Nonlinear systems"
"1497","Nonmonotonic reasoning"
"1498","Nonstandard-Logik"
"1499","Notatie"
"1500","Novela"
"1501","Novelists"
"1502","Novelle"
"1503","Nuclear engineering"
"1504","Nuclear industry"
"1505","Nuclear physics"
"1506","Numerical Analysis and Computational Mathematics"
"1507","Numerical analysis"
"1508","Numerical control"
"1509","Numerical solutions"
"1510","Nursing"
"1511","Nursing Health Sciences"
"1512","OPL (Computer program language)"
"1513","OSCAR (Computer file)"
"1514","OUR Brockhaus selection"
"1515","OWL"
"1516","OWL <Informatik>"
"1517","Object-oriented methods (Computer science)"
"1518","Object-oriented programming"
"1519","Object-oriented programming (Computer science)"
"1520","Objektorientierte Programmierung"
"1521","Obstetrics and Gynecology Health Sciences"
"1522","Occam (Computer program language)"
"1523","Odors"
"1524","Offenes Kommunikationssystem"
"1525","Oil spills"
"1526","Olfactometry"
"1527","On-line systems"
"1528","Online Systems"
"1529","Online bibliographic searching"
"1530","Online social networks"
"1531","Ontic (Computer system)"
"1532","Ontic (Système informatique)"
"1533","Ontologie (Wissensverarbeitung)"
"1534","Ontologie <Wissensverarbeitung>"
"1535","Ontologies (Information retrieval)"
"1536","Ontology"
"1537","Open Innovation"
"1538","Open Library Staff Picks"
"1539","Open Science"
"1540","Operating systems (Computers)"
"1541","Operations research"
"1542","Opinion (Philosophy)"
"1543","Optical Computers"
"1544","Optical data processing"
"1545","Optical images"
"1546","Optical pattern recognition"
"1547","Optimization"
"1548","Optimization Technology."
"1549","Optoelectronic devices"
"1550","Optoelectronics"
"1551","Ordinateurs"
"1552","Ordinateurs et civilisation"
"1553","Organic compounds"
"1554","Organizational behavior"
"1555","Organizational effectiveness"
"1556","Organizational learning"
"1557","Organizational sociology"
"1558","Organizations"
"1559","Organized crime"
"1560","Otolaryngology"
"1561","Otter (Computer file)"
"1562","OverDrive"
"1563","Okologie"
"1564","PARLOG (Computer program language)"
"1565","PHILOSOPHY / Mind & Body"
"1566","POP (Computer program language)"
"1567","PROLOG (Computer program language)"
"1568","PSYCHOLOGY / Cognitive Psychology"
"1569","PSYCHOLOGY / Developmental / General"
"1570","PURR-PUSS"
"1571","Paleography"
"1572","Paradigm (Theory of knowledge)"
"1573","Parallel processing (Computers)"
"1574","Parallel processing (Election computer)"
"1575","Parallel processing (Electronic computers)"
"1576","Parallel programming (Computer science)"
"1577","Parallelisme (informatique)"
"1578","Parallélisme (Informatique)"
"1579","Paranoia"
"1580","Paraplegics"
"1581","Parapsychology"
"1582","Parks"
"1583","Parsing (Computer grammar)"
"1584","Particles (Nuclear physics)"
"1585","Partitions (Mathematics)"
"1586","Passionnés d'informatique"
"1587","Path analysis"
"1588","Patient monitoring"
"1589","Pattern Recognition"
"1590","Pattern perception"
"1591","Pattern recognition"
"1592","Pattern recognition systems"
"1593","Pavements"
"1594","Penal colonies"
"1595","Pense e."
"1596","Pensée"
"1597","Perception"
"1598","Perception espace"
"1599","Perception ge ographique"
"1600","Perception modele"
"1601","Perception visuelle"
"1602","Perceptrons"
"1603","Performance tests"
"1604","Periodicals"
"1605","Personal computers"
"1606","Personnel management"
"1607","Petroleum"
"1608","Pharmaceutical technology"
"1609","Phenomenology"
"1610","Philosophical anthropology"
"1611","Philosophie"
"1612","Philosophy"
"1613","Philosophy (General)"
"1614","Philosophy Of Education"
"1615","Philosophy Of Language"
"1616","Philosophy Of Law"
"1617","Philosophy Of Psychology"
"1618","Philosophy Of Science"
"1619","Philosophy and cognitive science"
"1620","Philosophy and science"
"1621","Philosophy in literature"
"1622","Philosophy of Art"
"1623","Philosophy of Mind"
"1624","Philosophy of Technology"
"1625","Philosophy of law"
"1626","Philosophy of mind"
"1627","Phonology"
"1628","Photography"
"1629","Physical measurements"
"1630","Physical sciences"
"1631","Physicists"
"1632","Physics"
"1633","Physik"
"1634","Physikalisches System"
"1635","Physiological aspects"
"1636","Physiological aspects of Intellect"
"1637","Physiology"
"1638","Physique"
"1639","Pilot performance"
"1640","Piloting"
"1641","Planets"
"1642","Planning"
"1643","Plans"
"1644","Police"
"1645","Political Philosophy"
"1646","Political activity"
"1647","Politics"
"1648","Pollution"
"1649","Polyglot"
"1650","Polyglot Dictionaries"
"1651","Polynomials"
"1652","Popular Print Disabled Books"
"1653","Popular culture"
"1654","Popular works"
"1655","Portable computers"
"1656","Portfolio management"
"1657","Possibility in literature"
"1658","Postharvest technology"
"1659","Power electronics"
"1660","Practical reason"
"1661","Pragmatics"
"1662","Predicate (Logic)"
"1663","Prediction (Logic)"
"1664","Preferences (Philosophy)"
"1665","Prehistoric Tools"
"1666","Preparation de cours"
"1667","Prevention"
"1668","Printed circuits"
"1669","Prise de décision"
"1670","Probabilistic automata"
"1671","Probabilities"
"1672","Probability"
"1673","Probability theory"
"1674","Probabilités"
"1675","Probleemoplossing"
"1676","Problem Solving"
"1677","Problem selving"
"1678","Problem solving"
"1679","Problem solving in children"
"1680","Problemas"
"1681","Problems, exercises"
"1682","Process control"
"1683","Processos cognitivos"
"1684","Procurement"
"1685","Production control"
"1686","Production engineering"
"1687","Production management"
"1688","Production of electric energy or power"
"1689","Production planning"
"1690","Production scheduling"
"1691","Program trading (Securities)"
"1692","Program transformation (Computer programming)"
"1693","Program verification (Computers)"
"1694","Programm"
"1695","Programmation"
"1696","Programmation (Informatique)"
"1697","Programmation logique"
"1698","Programmation par objets"
"1699","Programmation robot"
"1700","Programmatuurtechniek"
"1701","Programmed instruction"
"1702","Programmeren (computers)"
"1703","Programmierlogik"
"1704","Programmierung"
"1705","Programming"
"1706","Programming (Electronic computers)"
"1707","Programming (Mathematics)"
"1708","Programming Languages, Compilers, Interpreters"
"1709","Programming languages"
"1710","Programming languages (Electronic computers)"
"1711","Programmsynthese"
"1712","Programmtransformation"
"1713","Project LILOG"
"1714","Prolog (Computer language)"
"1715","Prolog (Computer program language)"
"1716","Prolog (Langage de programmation)"
"1717","Proof theory"
"1718","Prospecting"
"1719","Protected DAISY"
"1720","Proteomics"
"1721","Protocol (Computers)"
"1722","Psychiatry"
"1723","Psycholinguistics"
"1724","Psycholinguistik"
"1725","Psycholinguistique"
"1726","Psychological Models"
"1727","Psychological aspects"
"1728","Psychological aspects of Aesthetics"
"1729","Psychological aspects of Chess"
"1730","Psychological aspects of Communication"
"1731","Psychological aspects of Computers"
"1732","Psychological aspects of Discourse analysis"
"1733","Psychological aspects of Music"
"1734","Psychological aspects of Storytelling"
"1735","Psychological aspects of Subtraction"
"1736","Psychological effects"
"1737","Psychologie"
"1738","Psychologie comparée"
"1739","Psychology"
"1740","Psychology of Learning"
"1741","Psychophysics"
"1742","Pygmalion (Greek mythology)"
"1743","Quadratic Equations"
"1744","Qualitative Methode"
"1745","Qualitative reasoning"
"1746","Quality of life"
"1747","Quantengravitation"
"1748","Quantenmechanik"
"1749","Quantum computers"
"1750","Quantum optics"
"1751","Quantum theory"
"1752","Query languages (Computer science)"
"1753","Question-answering systems"
"1754","Quotations, maxims"
"1755","RDF"
"1756","ROSIE (Computer system)"
"1757","Radiography"
"1758","Railroads"
"1759","Railroads, Local and light"
"1760","Raisonnement"
"1761","Raisonnement non monotone"
"1762","Raisonnement par cas"
"1763","Raisonnement probabiliste"
"1764","Rand Corporation"
"1765","Reading"
"1766","Reading comprehension"
"1767","Real time operation"
"1768","Real-time control"
"1769","Real-time data processing"
"1770","Real-time programming"
"1771","Reality"
"1772","Reasoning"
"1773","Reasoning (Psychology)"
"1774","Recherche"
"1775","Recherche sur Internet"
"1776","Rechterlijke besluitvorming"
"1777","Reconnaissance des formes (Informatique)"
"1778","Recursive functions"
"1779","Redeneren"
"1780","Redes neuronales (Computación)"
"1781","Reeningeering (Management)"
"1782","Reference"
"1783","Regional planning"
"1784","Regression (Civilization)"
"1785","Rehabilitation"
"1786","Relativity (Physics)"
"1787","Relaxation methods (Mathematics)"
"1788","Relevance (Philosophy)"
"1789","Reliability (Engineering)"
"1790","Religion & Spirituality"
"1791","Religion and science"
"1792","Religious aspects"
"1793","Religious aspects of Computers"
"1794","Religious aspects of Quantum computers"
"1795","Religious militants"
"1796","Remote control"
"1797","Remote sensing"
"1798","Remotely piloted Vehicles"
"1799","Renewable energy sources"
"1800","Reorganization"
"1801","Representation (Philosophy)"
"1802","Representation des connaissances"
"1803","Représentation connaissance"
"1804","Research"
"1805","Research aircraft"
"1806","Reseau neuronal"
"1807","Reseaux d'ordinateurs"
"1808","Reseaux neuronaux (informatique)"
"1809","Resolution probleme"
"1810","Responsibility"
"1811","Resurrection"
"1812","Reusability"
"1813","Revenge"
"1814","Revolutions"
"1815","Rewriting systems (Computer science)"
"1816","Risk management"
"1817","Robot arms"
"1818","Robot sensors"
"1819","Robot vision"
"1820","Roboter"
"1821","Robotica"
"1822","Robotics"
"1823","Robotique"
"1824","Robots"
"1825","Robots in fiction"
"1826","Robots in motion pictures"
"1827","Robots, Industrial"
"1828","Robótica"
"1829","Rock mechanics"
"1830","Rock music"
"1831","Rollenspiel"
"1832","Roman"
"1833","Roman Antiquities"
"1834","Romance"
"1835","Rough sets"
"1836","Ruimtelijke waarneming"
"1837","Rule-based programming"
"1838","Runaway teenagers"
"1839","Réalité virtuelle (informatique)"
"1840","Réseaux d'ordinateurs"
"1841","Réseaux neuronaux (Informatique)"
"1842","Réseaux neuronaux (informatique)"
"1843","Réseaux sociaux"
"1844","Résolution de problème"
"1845","Résolution problème"
"1846","SCALIR (Information retrieval system)"
"1847","SCIENCE / Chemistry / Analytic"
"1848","SCIENCE / Chemistry / General"
"1849","SNePS (Computer program language)"
"1850","SOCIAL SCIENCE / Future Studies"
"1851","SOLOMON"
"1852","SORTAL (Computer program)"
"1853","STRUCTURAL ANALYSIS"
"1854","SUBMARINES"
"1855","SUMEX-AIM (Computer system)"
"1856","SYM-1"
"1857","Santa Barbara University of California"
"1858","Scanning"
"1859","Schaakautomaten"
"1860","Scheduling"
"1861","Schema"
"1862","Schemas (Psychology)"
"1863","Schematism (Philosophy)"
"1864","Scheme (Computer program language)"
"1865","Schlussfolgern"
"1866","Schools"
"1867","Schématisme (Philosophie)"
"1868","SciFi"
"1869","Science"
"1870","Science Education"
"1871","Science Fiction"
"1872","Science fiction"
"1873","Science fiction films"
"1874","Science fiction, American"
"1875","Sciences"
"1876","Sciences cognitives"
"1877","Scientific applications"
"1878","Scientific literature"
"1879","Scientists"
"1880","Search theory"
"1881","Second language acquisition"
"1882","Secret societies"
"1883","Securite"
"1884","Securite informatique"
"1885","Securities industry"
"1886","Security measures"
"1887","Self"
"1888","Self (Philosophy)"
"1889","Self-adaptive software"
"1890","Self-control"
"1891","Self-knowledge, Theory of"
"1892","Self-organizing systems"
"1893","Semantic Web"
"1894","Semantic computing"
"1895","Semantic web"
"1896","Semantics"
"1897","Semantics (Law)"
"1898","Semantics (Philosophy)"
"1899","Semantique"
"1900","Semiotics"
"1901","Semiotics and literature"
"1902","Sensors"
"1903","Service-oriented architecture (Computer science)"
"1904","Serviceorientierte Architektur"
"1905","Services de documentation"
"1906","Sex differences"
"1907","Sex differences (Psychology)"
"1908","Sexism in language"
"1909","Shcool Development"
"1910","Short stories"
"1911","Sicherheitspolitik"
"1912","Signal processing"
"1913","Simetría"
"1914","Simulation"
"1915","Simulation and Modeling"
"1916","Simulation methods"
"1917","Simulation par ordinateur"
"1918","Sinclair QL (Computer)"
"1919","Sinclair ZX Spectrum (Computer)"
"1920","Sistemas difusos"
"1921","Sivashanmugam"
"1922","Skilled labor"
"1923","Smart materials"
"1924","Smugglers"
"1925","Soccer"
"1926","Social Philosophy"
"1927","Social aspects"
"1928","Social aspects of Artificial intelligence"
"1929","Social aspects of Automation"
"1930","Social aspects of Computers"
"1931","Social aspects of Electronic data processing"
"1932","Social aspects of Information technology"
"1933","Social aspects of Science"
"1934","Social aspects of Technology"
"1935","Social change"
"1936","Social choice"
"1937","Social groups"
"1938","Social networking"
"1939","Social networks"
"1940","Social psychology"
"1941","Social sciences"
"1942","Social systems"
"1943","Sociale aspecten"
"1944","Sociology"
"1945","Sociology of Education"
"1946","Sociology of Knowledge"
"1947","Soft Computing"
"1948","Soft computing"
"1949","Software"
"1950","Software architecture"
"1951","Software engineering"
"1952","Software radio"
"1953","Software tools"
"1954","Softwareplattform"
"1955","Soil mechanics"
"1956","Soldiers"
"1957","Solución"
"1958","Sonar"
"1959","Sonja"
"1960","Soul"
"1961","Sound"
"1962","Space"
"1963","Space (Architecture)"
"1964","Space Station Freedom"
"1965","Space and time"
"1966","Space and time in language"
"1967","Space colonies"
"1968","Space flight"
"1969","Space laboratories"
"1970","Space race"
"1971","Space robotics"
"1972","Space ships"
"1973","Space shuttles"
"1974","Space stations"
"1975","Space systems"
"1976","Space transportation"
"1977","Space vehicles"
"1978","Space warfare"
"1979","Spacecraft control"
"1980","Spanish language"
"1981","Sparse matrices"
"1982","Spatial systems"
"1983","Special Education"
"1984","Special Purpose and Application-Based Systems"
"1985","Special collections"
"1986","Speech"
"1987","Speech perception"
"1988","Speech processing systems"
"1989","Spirit"
"1990","Spiritual warfare"
"1991","Spock (Fictitious character)"
"1992","Sports medicine"
"1993","Spracherwerb"
"1994","Sprachverarbeitung"
"1995","Spy stories"
"1996","Stabilization"
"1997","Standards"
"1998","Star Trek fiction"
"1999","StarLogo (Computer program language)"
"2000","Starship"
"2001","State estimation"
"2002","Statistical analysis"
"2003","Statistical decision"
"2004","Statistical methods"
"2005","Statistics"
"2006","Statistics as Topic"
"2007","Statistics for Engineering, Physics, Computer Science, Chemistry and Earth Sciences"
"2008","Stochastic processes"
"2009","Stock exchanges"
"2010","Stone implements"
"2011","Storytelling"
"2012","Strategic planning"
"2013","Strategy"
"2014","Strong AI"
"2015","Structural analysis"
"2016","Structural analysis (Engineering)"
"2017","Structural control (Engineering)"
"2018","Structural design"
"2019","Structural engineering"
"2020","Structural failure"
"2021","Structural vibration"
"2022","Study and teaching"
"2023","Subtraction"
"2024","Suffering"
"2025","Suicide pacts"
"2026","Suicide victims"
"2027","Supercomputers"
"2028","Supplies and stores"
"2029","Surveillance radar"
"2030","Survival Stories"
"2031","Suspense"
"2032","Suspense & Adventure"
"2033","Suspense fiction"
"2034","Swarm Intelligence"
"2035","Swarm intelligence"
"2036","Switching theory"
"2037","Symbolic and Algebraic Manipulation"
"2038","Symbolic and mathematical Logic"
"2039","Symbolic programming"
"2040","Symmetry"
"2041","Symmetry."
"2042","Symmetry. 0"
"2043","Symétrie"
"2044","Syntax"
"2045","Synthesis"
"2046","Synthetic biology"
"2047","System Modeling and Simulation"
"2048","System analysis"
"2049","System design"
"2050","System failures (Engineering)"
"2051","System identification"
"2052","System theory"
"2053","Systemes de communication sans fil"
"2054","Systemes experts (Informatique)"
"2055","Systemes experts (informatique)"
"2056","Systems Theory"
"2057","Systems analysis"
"2058","Systems engineering"
"2059","Systems integration"
"2060","Systems theory"
"2061","Système expert"
"2062","Système intelligent"
"2063","Systèmes d'information"
"2064","Systèmes experts (Informatique)"
"2065","Systèmes experts (informatique)"
"2066","Systèmes flous"
"2067","Systèmes homme-machine"
"2068","Systèmes, Conception de"
"2069","TECHNOLOGY & ENGINEERING"
"2070","TECHNOLOGY & ENGINEERING / Electronics / General"
"2071","TECHNOLOGY & ENGINEERING / Industrial Engineering"
"2072","TECHNOLOGY & ENGINEERING / Robotics"
"2073","TECHNOLOGY & ENGINEERING / Telecommunications"
"2074","Taalinzicht"
"2075","Table tennis"
"2076","Tamilnadu"
"2077","Tanks"
"2078","Tasks"
"2079","Teacher Education"
"2080","Teaching"
"2081","Teaching machines"
"2082","Technik"
"2083","Technique"
"2084","Technique de la Construction"
"2085","Techniques numériques"
"2086","Technische Innovation"
"2087","Technische ontwikkeling"
"2088","Technological forecasting"
"2089","Technological innovation"
"2090","Technological innovations"
"2091","Technologie de l'information"
"2092","Technologists"
"2093","Technology"
"2094","Technology and civilization"
"2095","Technology and state"
"2096","Technology assessment"
"2097","Technology in literature"
"2098","Technology transfer"
"2099","Tecnologia - Aspetti sociali"
"2100","Teen fiction"
"2101","Teenage boys"
"2102","Teenage girls"
"2103","Teenage girls in fiction"
"2104","Teenagers"
"2105","Teenagers with visual disabilities"
"2106","Teenagers with visual disabilities in fiction"
"2107","Teknoloji ve uygarlık- Tahmin"
"2108","Teknolojik tahmin"
"2109","Telecommunication"
"2110","Telecommunication equipment industry"
"2111","Telecommunication in education"
"2112","Telecommunication policy"
"2113","Telecommunication systems"
"2114","Telecommunications"
"2115","Telematics"
"2116","Telemedizin"
"2117","Telemetry"
"2118","Teleologie"
"2119","Teleology"
"2120","Teleoperators"
"2121","Telerobotics"
"2122","Telescopes"
"2123","Television"
"2124","Temporal databases"
"2125","Temporale Logik"
"2126","Temps"
"2127","Tennessee"
"2128","Teoria Do Conhecimento"
"2129","Teoria de sistemas"
"2130","Terminologische Logik"
"2131","Terminology"
"2132","Terrorism"
"2133","Terrorists"
"2134","Testing"
"2135","Testing-machines"
"2136","Tests et mesures en education"
"2137","Text processing (Computer science)"
"2138","Textbooks"
"2139","The Ender Quintet"
"2140","The Expected Knowledge"
"2141","The ore  me de Go del"
"2142","The ore  mes"
"2143","The orie quantique"
"2144","Theater"
"2145","Themes, motives"
"2146","Theoretical Models"
"2147","Theory of Knowledge"
"2148","Theory of constraints (Management)"
"2149","Theory of mind"
"2150","Thinking"
"2151","Thought and thinking"
"2152","Thought experiments"
"2153","Three dimensional bodies"
"2154","Three-dimensional imaging"
"2155","Thriller"
"2156","Thunder Valley"
"2157","Théorèmes"
"2158","Time"
