"id","title","numpages","ISBN10","ISBN13","physfmt","pubdate"
"OL17877359M","Knowledge-based intelligent information engineering systems & allied technologies","1633","1586031929","NULL","NULL","2001"
"OL18265274M","Advances in neural networks - ISNN 2006","NULL","354034439X","NULL","NULL","2006"
"OL18368735M","Sparse distributed memory","155","0262111322","NULL","NULL","NULL"
"OL22178357M","AI game development","721","1592730043","NULL","NULL","2004"
"OL24307513M","Man Vs Machine","NULL","NULL","9781101036341","eBook","2009"
"OL24418798M","Apocalyptic AI","233","0195393023","9780195393026","NULL","2010"
"OL24892446M","MICAI 2009","743","3642052576","9783642052576","NULL","2009"
"OL25546294M","Scientific and Statistical Database Management","NULL","NULL","9783642223501","[electronic resource] :","2011"
"OL25567048M","Discovery Science","NULL","NULL","9783642161834","[electronic resource] :","2010"
"OL7402966M","Image to Interpretation","264","0199204551","9780199204557","NULL","December 11, 2006"
"OL8793391M","Building a Digital Human","380","1584502851","9781584502852","Paperback","April 30, 2003"
"OL9244779M","Love and Sex with Robots","320","0061359750","9780061359750","Hardcover","November 1, 2007"
"OL9485727M","Artificial Intelligence in Second Language Learning","330","1853598313","9781853598319","Hardcover","August 2005"
"OL12775330M","KI 2002: Advances in Artificial Intelligence","327","3540441859","9783540441854","Paperback","October 3, 2002"
"OL12845628M","Artificial Intelligence & Mathematical","204","9058090280","9789058090287","Hardcover","January 1, 1998"
"OL1351894M","Problemy ėffektivnogo vkli͡uchenii͡a cheloveka v intellektualʹnye sistemy","343","NULL","NULL","NULL","1991"
"OL1533647M","Architectures for intelligence","436","0805804056","NULL","NULL","1991"
"OL1566421M","The turing option","422","0446515655","NULL","NULL","1992"
"OL16838826M","Cyberpsychology","NULL","NULL","9780521867382","NULL","2008"
"OL17056889M","Pause & effect","257","0735711712","NULL","NULL","2003"
"OL19291563M","Symbolic and quantitative approaches to reasoning with uncertainty","NULL","3540273263","NULL","Electronic resource","2005"
"OL2044296M","Artificial intelligence, expert systems, and languages in modelling and simulation","374","0444704825","NULL","NULL","1988"
"OL21938452M","IEEE International Workshop on Emerging Technologies and Factory Automation","711","0646103237","NULL","NULL","1992"
"OL22314507M","Intelligentmachines","282","0134688104","NULL","NULL","1985"
"OL2234091M","unified system of parameterization for programming languages","132","NULL","NULL","NULL","1988"
"OL22811048M","Advances in artificial intelligence","325","1850913331","NULL","NULL","1987"
"OL22814766M","Artificial intelligence","1080","0130803022","NULL","Paperback","2003"
"OL23155420M","Artificial intelligence in medicine","454","354066162X","NULL","NULL","1999"
"OL25542431M","Verified Software: Theories, Tools, Experiments","NULL","NULL","9783540691471","[electronic resource] :","2008"
"OL25547151M","Advances Concepts for Intelligent Vision Systems","NULL","NULL","9783642236860","[electronic resource] :","2011"
"OL25925656M","A new power flow and sensitivity analysis method using a generalized power flow algorithm, interactive computer graphics, and artificial intelligence","129","NULL","NULL","NULL","1985"
"OL2733952M","Modelling cognition","309","0471914320","NULL","NULL","1987"
"OL3186425M","Metamagical Themas","852","0465045405","9780465045402","NULL","1985"
"OL52192M","Genesis","253","0312867077","NULL","NULL","2000"
"OL9027915M","Artificial Humans","128","3931321266","9783931321260","Hardcover","September 2, 2000"
"OL9055033M","Artificial Intelligence and Symbolic Computation","285","3540232125","9783540232124","Paperback","November 10, 2004"
"OL9679082M","Robo sapiens","240","0262133822","9780262133821","Hardcover","September 1, 2000"
"OL9703361M","Reasoning with Incomplete Information (Research Notes in Artificial Intelligence)","212","0273087851","9780273087854","Paperback","October 1988"
"OL11360053M","Artificial Intelligence","176","0816057494","9780816057498","Hardcover","April 13, 2007"
"OL1162509M","Menschliche und künstliche Intelligenz","208","3608954988","NULL","NULL","1993"
"OL15364145M","Artificial intelligence","158","185014026X","NULL","NULL","1984"
"OL1546547M","Common LISP modules","207","0387976140","NULL","NULL","1991"
"OL17676334M","Improving designer productivity","NULL","NULL","NULL","Microform","1992"
"OL19741799M","Eighth IEEE International Conference on Tools with Artificial Intelligence","492","0780337573","NULL","NULL","1996"
"OL19847266M","Program of the Eleventh Annual Conference of the Conitive Science Society","994","0805806849","NULL","NULL","1989"
"OL20699560M","Neural networks and artificial intelligence for biomedical engineering","306","0780334043","NULL","NULL","2000"
"OL21399957M","Writing space","258","0805804277","NULL","Hardcover","1991"
"OL23147464M","Game programming for teens","395","1598635182","NULL","NULL","2008"
"OL24251821M","The Enemy Within","NULL","NULL","9780446571111","Electronic resource","2009"
"OL25313146M","Multiagent system technologies","287","3642041426","9783642041426","NULL","2009"
"OL25538671M","Distributed Intelligent Systems","NULL","NULL","9780387777016","[electronic resource] :","2009"
"OL26030543M","Advances In Artificial Intelligence Sbia 2008 19th Brazilian Symposium On Artificial Intelligence Salvador Brazil October 2630 2008 Proceedings","NULL","NULL","9783540881896","NULL","2008"
"OL4905125M","Scripts, plans, goals, and understanding","248","0470990333","NULL","NULL","1977"
"OL5562031M","Applications of artificial intelligence techniques to a spacecraft control problem","227","NULL","NULL","NULL","1967"
"OL683637M","Multi-agent systems","195","3540634126","NULL","NULL","1997"
"OL7440777M","The Wisdom of Crowds","320","0385503865","9780385503860","NULL","May 25, 2004"
"OL7973916M","Ender's Game","NULL","0808586165","9780808586166","School & Library Binding","1999 October"
"OL9264807M","Automated Reasoning","656","007911251X","9780079112514","Hardcover","March 1992"
"OL974821M","Being there","269","0262032406","NULL","NULL","1997"
"OL1047227M","Intelligentes Handeln","240","9051663420","NULL","NULL","1993"
"OL1101778M","Evolutionary computation","272","0780310381","NULL","NULL","1995"
"OL17126362M","Neural computing","240","NULL","NULL","NULL","1990"
"OL18162725M","Constraint-based scheduling","198","0792374088","NULL","NULL","2001"
"OL18265174M","Integration of AI and OR techniques in constraint programming for combinatorial optimization problems","299","3540343067","NULL","NULL","2006"
"OL1875806M","Tell me a story","253","0684190494","NULL","NULL","1990"
"OL1903394M","Problemlösen durch heuristische Suche in der Artificial Intelligence","231","0387820795","NULL","NULL","1989"
"OL1917290M","Applying artificial intelligence techniques to strategic-level gaming and simulation","24","NULL","NULL","NULL","1988"
"OL19460765M","Arte e cognizione","321","8878701106","NULL","NULL","2006"
"OL20141598M","first conference on artificial intelligence applications","NULL","0818646241","NULL","NULL","1984"
"OL21567375M","Proceedings, the 11th Conference on Artificial Intelligence for Applications","381","0818670703","NULL","NULL","1995"
"OL21841905M","Principles of artificial intelligence","476","3540113401","NULL","NULL","1980"
"OL2201527M","Geometric reasoning","282","0198537387","NULL","NULL","1989"
"OL22110756M","Reset! or, talking about thinking","96","NULL","NULL","NULL","NULL"
"OL22827447M","Computational intelligence, I","283","0444873406","NULL","NULL","1989"
"OL25242296M","Intelligent robots and computer vision XXVII","NULL","0819479322","9780819479327","NULL","2010"
"OL25464096M","Eidolyzer","94","NULL","NULL","NULL","1971"
"OL25541230M","Advanced Internet Based Systems and Applications","NULL","NULL","9783642013492","[electronic resource] :","2009"
"OL25541375M","Pattern Recognition","NULL","NULL","9783540693208","[electronic resource] :","2008"
"OL25546316M","Foundations of Intelligent Systems","NULL","NULL","9783642219153","[electronic resource] :","2011"
"OL25561070M","Terminological Ontologies","NULL","NULL","9781441969804","[electronic resource] :","2010"
"OL25563021M","Computing with Instinct","NULL","NULL","9783642197567","[electronic resource] :","2011"
"OL2712906M","Artificial intelligence","128","0809456753","NULL","NULL","1986"
"OL3165158M","Are computers alive?","212","0817631429","NULL","NULL","1983"
"OL5944834M","Symposium on Computer Augmentation of Human Reasoning","235","NULL","NULL","NULL","1965"
"OL8390476M","Theoretical Aspects of Reasoning About Knowledge","407","0934613044","9780934613040","Paperback","March 1986"
"OL18057039M","Constraint-based scheduling","NULL","NULL","NULL","Microform","1991"
"OL1875889M","Intelligence as adaptive behavior","213","0120847302","NULL","NULL","1990"
"OL19019784M","IUI 2000, 2000 International Conference on Intelligent User Interfaces","288","1581131348","NULL","NULL","2000"
"OL20097603M","Proceedings of the Eleventh International Joint Conference on Artificial Intelligence, August 20-25, 1989","NULL","1558600949","NULL","NULL","1989"
"OL22127021M","Computers and the human mind.","301","NULL","NULL","NULL","1966"
"OL22483226M","Advances in artificial intelligence","418","3540001247","NULL","NULL","2002"
"OL2275079M","Backwards anaphora and discourse structure","27","NULL","NULL","NULL","1987"
"OL23149723M","Supporting learning flow through integrative technologies","665","1586037978","9781586037970","NULL","2007"
"OL25534934M","Fuzzy Logic and Applications","NULL","NULL","9783642022814","[electronic resource] :","2009"
"OL25545592M","Image Analysis and Recognition","NULL","NULL","9783642215926","[electronic resource] :","2011"
"OL25545620M","Knowledge Processing and Data Analysis","NULL","NULL","9783642221392","[electronic resource] :","2011"
"OL25547169M","Database and Expert Systems Applications","NULL","NULL","9783642230905","[electronic resource] :","2011"
"OL26182576M","Multicriteria Decision Aid And Artificial Intelligence Links Theory And Applications","NULL","NULL","9781119976394","NULL","2013"
"OL2716747M","On machine intelligence","271","074580084X","NULL","NULL","1986"
"OL3268964M","Fantazii͡a︡ ili nauka","217","NULL","NULL","NULL","1982"
"OL4432625M","Principles of artificial intelligence","476","0935382011","NULL","NULL","1980"
"OL7278121M","Prey","NULL","0060536942","9780060536947","NULL","November 25, 2002"
"OL8920135M","Halo","352","1841494208","9781841494203","Paperback","February 7, 2005"
"OL1019895M","IEEE International Joint Symposia on Intelligence and Systems","346","0818677287","NULL","NULL","1996"
"OL10952104M","Artificial Intelligence","NULL","0613372751","9780613372756","School & Library Binding","October 2001"
"OL13715618M","Artificial intelligence and product creation","12","NULL","NULL","NULL","1987"
"OL16316647M","DIGITEL 2007","228","0769528015","9780769528014","NULL","2007"
"OL21559822M","evolution of information","203","0861878957","NULL","NULL","NULL"
"OL22155014M","Prey","507","0006392970","NULL","NULL","2002"
"OL23060706M","A.I. love you.","224","1591829445","NULL","NULL","2005"
"OL23654354M","Advances in artificial intelligence-- IBERAMIA 2008","462","3540883088","9783540883081","NULL","2008"
"OL2391923M","Reasoning about change","200","0262192691","NULL","NULL","1988"
"OL24375504M","Artificial intelligence","63","053111757X","9780531117576","NULL","2000"
"OL25363748M","Az agy, az elme és a számítógépek","336","NULL","9789636623753","NULL","2011"
"OL25541081M","Automated Deduction in Geometry","NULL","NULL","9783540773559","[electronic resource] :","2007"
"OL25547735M","Convergence and Hybrid Information Technology","NULL","NULL","9783642241055","[electronic resource] :","2011"
"OL25547902M","Artificial Intelligence and Computational Intelligence","NULL","NULL","9783642238864","[electronic resource] :","2011"
"OL25558317M","Advances in Information Retrieval Theory","NULL","NULL","9783642044168","[electronic resource] :","2009"
"OL25967504M","NETL
            
                Artificial Intelligence","NULL","NULL","9780262561679","NULL","2003"
"OL2731059M","Robotics and AI","373","0137822693","NULL","NULL","1987"
"OL2852835M","Artificial intelligence","177","047190581X","NULL","NULL","1985"
"OL3302359M","Musikalische Grammatik und musikalisches Problemlösen","NULL","0820473952","NULL","NULL","2004"
"OL3652898M","Künstliche Intelligenz","892","3827370027","NULL","NULL","2002"
"OL4106703M","Robot intelligence ... with experiments","322","0830696857","NULL","NULL","1981"
"OL547198M","Redes neuronales artificiales","390","8478971556","NULL","NULL","1995"
"OL630113M","Kl-Methoden im Controlling","184","3631497229","NULL","NULL","1996"
"OL7407713M","The Handbook of Artificial Intelligence","714","0201518198","9780201518191","NULL","January 1990"
"OL7817895M","Demon Seed","182","0553124544","9780553124545","Paperback","April 1, 1977"
"OL8372162M","Words and Intelligence I","296","1402052847","9781402052842","Hardcover","July 18, 2007"
"OL86081M","Computational text understanding","656","2921173069","NULL","NULL","1994"
"OL9442154M","Berserker Wars","NULL","0812553128","9780812553123","Mass Market Paperback","December 1981"
"OL10169466M","Artificial Intelligence","NULL","0201855046","9780201855043","Hardcover","December 2005"
"OL1111604M","Fril, fuzzy and evidential reasoning in artificial intelligence","388","0863801595","NULL","NULL","1995"
"OL1610695M","Unternehmensberatung mit KI-Methoden","249","3824800012","NULL","NULL","1990"
"OL16816076M","Spiegel des Hermes Trismegistos","440","3631527977","9783631527979","NULL","2004"
"OL17909478M","KNOWLEDGE ACQUISITION FOR ASSESSMENT OF PRETERM LABOR IN PREGNANT WOMEN (ARTIFICIAL INTELLIGENCE, LABOR).","233","NULL","NULL","NULL","1992"
"OL18120094M","Proceedings of the 1998 IEEE International Symposium on Intelligent Control (ISIC)","899","0780344235","NULL","NULL","1998"
"OL18175988M","Conceptual modelling of multi-agent systems","265","1402070616","NULL","NULL","2002"
"OL18278528M","Teach yourself electricity and electronics","727","0071377301","9780071377300","NULL","2002"
"OL19147009M","Two papers on feed-forward networks","NULL","NULL","NULL","Microform","1991"
"OL20133125M","IJCAI-93","NULL","155860300X","NULL","NULL","1993"
"OL21147875M","Host.","NULL","0140883762","NULL","NULL","NULL"
"OL21217783M","Plan recognitionin natural language dialogue","NULL","0262031671","NULL","NULL","1990"
"OL2194419M","Neural network design and the complexity of learning","150","0262100452","NULL","NULL","1990"
"OL22459384M","Advances in artificial intelligence","366","3540421440","NULL","NULL","2001"
"OL23043953M","STAIRS 2008","213","1586038931","9781586038939","NULL","2008"
"OL23076001M","MegaMan NT warrior.","163","1591165016","9781591165019","NULL","2004"
"OL23272168M","Death match","356","0307275566","NULL","NULL","2004"
"OL23576006M","Apocalyptic AI","NULL","NULL","9780195393026","NULL","2010"
"OL2380423M","Integrating marker-passing and problem-solving","307","0898599822","NULL","NULL","1988"
"OL25275369M","IRobot-uMan","126","3642229271","9783642229275","NULL","2012"
"OL25548272M","Research and Education in Robotics - EUROBOT 2010","NULL","NULL","9783642272714","[electronic resource] :","2011"
"OL25761987M"," Artificial Intelligence: Exercises II Agent Behaviour I","NULL","NULL","978-87-7681-592-9","NULL","2013"
"OL26515826M","Dogs of War","NULL","NULL","9781786693907","Paperback","2017"
"OL2844017M","Artificial intelligence, expert systems, computer vision, and natural language processing","226","0815509944","NULL","NULL","1984"
"OL3402986M","The man who knew too much","NULL","0393052362","NULL","NULL","2006"
"OL8372082M","Rigid Flexibility","414","1402050445","9781402050442","Hardcover","October 5, 2006"
"OL8390495M","Exploring Artificial Intelligence","700","0934613699","9780934613699","Hardcover","November 1988"
"OL982859M","transhuman condition","NULL","0415154340","NULL","NULL","1997"
"OL10147935M","Building Blocks of Artificial Intelligence, 1956-1986","NULL","0201115581","9780201115581","Hardcover","March 1993"
"OL12089846M","Uncertainty in Artificial Intelligence","540","155860555X","9781558605558","Paperback","July 1998"
"OL12496547M","A Concise Introduction to Multiagent Systems and Distributed Artificial Intelligence (Synthesis Lectures on Artificial Intelligence and Machine Learning)","84","1598295268","9781598295269","Paperback","August 31, 2007"
"OL13086411M","Artificial Intelligence","1104","7800033198","9787800033193","Paperback","August 1994"
"OL13572451M","Slant.","NULL","NULL","NULL","NULL","NULL"
"OL15359474M","Asimov","257","1857981200","NULL","NULL","1994"
"OL17361417M","artificial intelligence approach to understanding natural language","162","0946536287","NULL","NULL","1988"
"OL17749767M","Introduction to IND and recursive partitioning","NULL","NULL","NULL","Microform","1991"
"OL18731262M","KI 2001","470","3540426124","NULL","NULL","NULL"
"OL19291903M","KI 2004","NULL","3540231668","NULL","Electronic resource","2004"
"OL21100031M","Understanding the present","269","0385420714","NULL","NULL","1992"
"OL21593365M","Scientific temperaments","NULL","0671505904","NULL","NULL","1982"
"OL21685796M","Probabilistic reasoning in intelligent systems","552","1558604790","NULL","NULL","1988"
"OL24265445M","The Sheriff of Yrnameer","NULL","NULL","9780307378552","Electronic resource","2009"
"OL25546253M","Computational Optimization, Methods and Algorithms","NULL","NULL","9783642208584","[electronic resource] /","2011"
"OL25550896M","Specification and Verification of Multi-agent Systems","NULL","NULL","9781441969835","[electronic resource] /","2010"
"OL25555147M","Advancing Computing, Communication, Control and Management","NULL","NULL","9783642051722","[electronic resource] /","2010"
"OL26140999M","Tools and Applications with Artificial Intelligence
            
                Studies in Computational Intelligence","NULL","NULL","9783540880684","NULL","2009"
"OL3026761M","Getting computers to talk like you and me","221","0262181185","NULL","NULL","1985"
"OL3438825M","collected works of Larry Wos","1639","9810249969","NULL","NULL","2000"
"OL7320032M","The Emperor's New Mind Concerning Computers, Minds, and the Laws of Physics","480","0099803704","9780099803706","NULL","NULL"
"OL834319M","Sitqva eżleva Robots!","178","NULL","NULL","NULL","1969"
"OL8371468M","Biological and Artificial Intelligence Environments","406","1402034318","9781402034312","Hardcover","July 11, 2006"
"OL9054722M","Innovations in Applied Artificial Intelligence","1272","3540220070","9783540220077","Paperback","June 24, 2004"
"OL9062309M","Multi-Agent Systems: Methodologies and Applications ","195","3540634126","9783540634126","Paperback","June 1997"
"OL9894274M","Databases, Information Systems, and Peer-to-Peer Computing","231","3540252339","9783540252337","Paperback","April 19, 2005"
"OL11299081M","Applications of Artificial Intelligence Ii, April 9-11, 1985, Arlington Va, Prcds of Spie V. 548 (Applications of Artificial Intelligence)","NULL","0892525835","9780892525836","Paperback","June 1985"
"OL12810483M","Advances in Artificial Intelligence","552","3540726640","9783540726647","Paperback","June 27, 2007"
"OL15302370M","The mind's I","501","0553345842","NULL","NULL","1982"
"OL15522819M","Guide bibliographique sur l'intelligence artificielle 1980-1986","96","2762200407","NULL","NULL","1988"
"OL1702103M","Industrial applications of artificial intelligence","451","0444889817","NULL","NULL","1992"
"OL17595176M","Incongruity, incongruity resolution, and mental states","NULL","NULL","NULL","Microform","1997"
"OL20764965M","Case-based maintenance of case-based reasoning systems in classification domains","260","3832235701","NULL","NULL","2005"
"OL22739635M","Artificial intelligence and neural networks","226","3540367136","NULL","NULL","2006"
"OL25086280M","Multimedia interaction and intelligent user interfaces","302","1849965064","9781849965064","NULL","2010"
"OL25313791M","Advances in computer games","231","3642129927","9783642129926","NULL","2010"
"OL25359335M","AI 2007","841","3540769269","9783540769262","NULL","2007"
"OL25538710M","Advances in Bioinformatics and Computational Biology","NULL","NULL","9783642032226","[electronic resource] :","2009"
"OL25547815M","Advanced Language Technologies for Digital Libraries","NULL","NULL","9783642231599","[electronic resource] :","2011"
"OL25556189M","Semantic Domains in Computational Linguistics","NULL","NULL","9783540681564","[electronic resource] /","2009"
"OL25556260M","Multi-Agent-Based Simulation IX","NULL","NULL","9783642019906","[electronic resource] :","2009"
"OL25558561M","Innovations in Defence Support Systems – 3","NULL","NULL","9783642182778","[electronic resource] :","2011"
"OL3320325M","TIME-ICTL 2003 : 10th International Symposium on Temporal Representation and Reasoning","223","0769519121","NULL","NULL","2003"
"OL3876165M","Problemy modelirovanii͡a︡ i͡a︡zykovoĭ interakt͡s︡ii","115","NULL","NULL","NULL","1978"
"OL4884093M","Plus","215","0394407946","NULL","NULL","1977"
"OL672118M","Case-based reasoning","648","3540632336","NULL","NULL","1997"
"OL710009M","Sixth Scandinavian Conference on Artificial Intelligence","295","9051993544","NULL","NULL","1997"
"OL7807598M","Artificial Intelligence and Creativity","456","0792330617","9780792330615","Hardcover","August 31, 1994"
"OL8333964M","In Search of the Person","176","0870234994","9780870234996","Hardcover","February 1986"
"OL9062171M","Computational Intelligence. Theory and Applications","609","3540628681","9783540628682","Paperback","May 29, 1997"
"OL9449411M","Intelligent Data Engineering and Automated Learning - IDEAL 2005","599","354026972X","9783540269724","Paperback","August 11, 2005"
"OL995710M","Are we unique?","242","0471155365","NULL","NULL","1997"
"OL1002820M","Mother of God","472","0783819749","NULL","NULL","1997"
"OL11632803M","Proceedings of the Fourth Florida Artificial Intelligence Research Symposium","350","0962017337","9780962017339","Paperback","April 1991"
"OL16153840M","Remote Sensing Information Sciences Research Group","NULL","NULL","NULL","Microform","1984"
"OL1723257M","Creating artificial life","201","0830641505","NULL","NULL","1993"
"OL17624653M","Proceedings of the Second International Conference on Knowledge Capture","190","1581135831","NULL","NULL","2003"
"OL17660367M","Applications of artificial intelligence to space station and automated software techniques","NULL","NULL","NULL","Microform","1990"
"OL18511361M","age of intelligent machines","565","0262610795","NULL","NULL","1990"
"OL18968545M","Hintergrund des Wissens","348","385391117X","NULL","NULL","1993"
"OL2026906M","Logic","495","0201565145","NULL","NULL","1991"
"OL21626869M","Seventh IEEE Conference on Artificial Intelligence Applications","NULL","0818621354","NULL","NULL","1991"
"OL2205051M","War in the age of intelligent machines","271","0942299760","NULL","NULL","1991"
"OL22580078M","Computing action: a narratological approach","NULL","3110176289","NULL","NULL","NULL"
"OL22615716M","Advances in intelligent systems and robotics","217","1586033867","NULL","NULL","2003"
"OL23728651M","Ėvoli︠u︡t︠s︡ii︠a︡ modeleĭ intellekta","214","NULL","NULL","NULL","2008"
"OL2385531M","Manufacturing intelligence","352","0201135760","NULL","NULL","1988"
"OL2394511M","Readings in nonmonotonic reasoning","481","0934613451","NULL","NULL","1987"
"OL25057067M","Zhi neng xin xi chu li","318","7030291352","9787030291356","NULL","2010"
"OL25371840M","Affective computing and intelligent interaction","622","3642245994","9783642245992","NULL","2011"
"OL25545863M","Artificial Neural Networks and Machine Learning – ICANN 2011","NULL","NULL","9783642217340","[electronic resource] :","2011"
"OL25546282M","Artificial Neural Networks and Machine Learning – ICANN 2011","NULL","NULL","9783642217371","[electronic resource] :","2011"
"OL25564822M","Foundations of Computational, IntelligenceVolume 6","NULL","NULL","9783642010903","[electronic resource] :","2009"
"OL25891858M","Artificial Intelligence","600","NULL","978-93-84634-84-1","Artificial Intelligence book for Engineering Studies","Jan 2016"
"OL26457842M","La stratégie Ender","NULL","229007182X","9782290071823","Paperback","2013"
"OL347668M","Search and planning under incomplete information","340","3540762574","NULL","NULL","1998"
"OL9194240M","Artificial Intelligence and Information-Control Systems of Robots '94","456","981021877X","9789810218775","Hardcover","September 1994"
"OL9660127M","Artificial Intelligence Through Search","384","1871516242","9781871516241","Paperback","1992"
"OL10076609M","Artificial Intelligence in Business, Science, and Industry","352","0130488933","9780130488930","Hardcover","January 1986"
"OL12496476M","The Search for Equilibrium in Markov Games (Synthesis Lectures on Artificial Intelligence and Machine Learning)","NULL","1598292048","9781598292046","Paperback","August 7, 2007"
"OL15369850M","Learning classification trees","NULL","NULL","NULL","Microform","1991"
"OL16150525M","Machine learning and data mining in pattern recognition","913","3540734988","9783540734987","NULL","2007"
"OL1638990M","Borges y la inteligencia artificial","163","8486214718","NULL","NULL","1990"
"OL16526036M","AI tools and the classroom","NULL","NULL","NULL","NULL","1993"
"OL17537488M","LISP on the BBC microcomputer","197","0907876080","NULL","NULL","1983"
"OL18505455M","The allure of machinic life","NULL","NULL","9780262101264","NULL","2008"
"OL2052599M","Intelligent robotics","210","0470213930","NULL","NULL","1989"
"OL22290873M","Abductive inference models fordiagnostic problem-solving","284","0387973435","NULL","NULL","1990"
"OL22441330M","Expertise in problem solving","120","NULL","NULL","NULL","1981"
"OL22616817M","Smart engineering system design","981","0791802280","NULL","NULL","2004"
"OL24013083M","The quest for artificial intelligence","562","0521116392","9780521116398","NULL","2010"
"OL2482428M","If/then--","166","NULL","NULL","NULL","1987"
"OL25102326M","The fear index","NULL","NULL","9781611733266","NULL","2012"
"OL25306816M","Universe, human immortality and future human evaluation","156","0124158013","9780124158016","NULL","2012"
"OL2551522M","Artificial intelligence and national security","223","0669112194","NULL","NULL","1987"
"OL25543567M","Theorem Proving in Higher Order Logics","NULL","NULL","9783540710653","[electronic resource] :","2008"
"OL25551340M","Forbidden gates","301","0984061193","9780984061198","NULL","2010"
"OL25554471M","Artificial Immune Systems","NULL","NULL","9783642032455","[electronic resource] :","2009"
"OL9803648M","Creating Internet Intelligence","342","0306467356","9780306467356","Hardcover","December 1, 2001"
"OL1214386M","AI '93","458","9810215266","NULL","NULL","1993"
"OL12563188M","Introducing Artificial Intelligence (Introducing...)","175","1840468416","9781840468410","Paperback","January 25, 2008"
"OL16031504M","Design a chess program with built in artificial intelligence.","NULL","NULL","NULL","NULL","2004"
"OL16451212M","Galatea 2.2","329","0349107718","NULL","NULL","1996"
"OL21162336M","Consciousness","237","NULL","NULL","NULL","1969"
"OL22838959M","Artificial intelligence (and the human identity myth)","NULL","NULL","NULL","Text","NULL"
"OL24379313M","Trust theory","369","0470028750","9780470028759","NULL","2010"
"OL25535695M","Information Processing in Medical Imaging","NULL","NULL","9783642024979","[electronic resource] :","2009"
"OL25535853M","HCI and Usability for e-Inclusion","NULL","NULL","9783642103070","[electronic resource] :","2009"
"OL25538915M","Towards Intelligent Engineering and Information Technology","NULL","NULL","9783642037368","[electronic resource] /","2009"
"OL25547715M","Web-Age Information Management","NULL","NULL","9783642235344","[electronic resource] :","2011"
"OL25569045M","Artificial Intelligence: Methodology, Systems, and Applications","NULL","NULL","9783540857754","[electronic resource] :","2008"
"OL26124540M","Computational Neuroscience For Advancing Artificial Intelligence Models Methods And Applications","NULL","NULL","9781609600211","NULL","2010"
"OL26402473M","Artificial intelligence : a personal, commonsense journey","NULL","NULL","NULL","NULL","NULL"
"OL26457839M","戰爭遊戲","NULL","9862416904","9789862416907","NULL","2013"
"OL3707444M","Artificial intelligence and responsive optimization","77","1931233705","NULL","NULL","2003"
"OL596532M","Na puti k iskusstvennomu intellektu","106","5867410064","NULL","NULL","1995"
"OL8054125M","Terminator 3","320","0765350939","9780765350930","Mass Market Paperback","November 29, 2005"
"OL9056852M","Complexity Management in Fuzzy Systems","351","3540388834","9783540388838","Hardcover","February 11, 2007"
"OL9516914M","Parallel Processing for Artificial Intelligence (Machine Intelligence & Pattern Recognition)","356","0444824863","9780444824868","Hardcover","May 1997"
"OL11594133M","Artificial Intelligence in Medicine","NULL","0850669499","9780850669497","Paperback","February 27, 1986"
"OL1338465M","Künstliche Intelligenz und Entscheidungstheorie","404","3824400960","NULL","NULL","1992"
"OL14773902M","Building knowledge systems","335","007023437","NULL","NULL","1989"
"OL14824330M","Computers and communication in the humanities","105","1897791003","NULL","NULL","1992"
"OL16074892M","The moon is a harsh mistress","302","NULL","NULL","NULL","1968"
"OL17677058M","Learning and tuning fuzzy logic controllers through reinforcement","NULL","NULL","NULL","Microform","1992"
"OL1858040M","Economic and financial knowledge-based processing","364","3540530436","NULL","NULL","1990"
"OL18696588M","Intentionality and the foundational triad of computationalism","128","NULL","NULL","NULL","1989"
"OL20676749M","knowledge-theoretic account of negotiated commitment","NULL","NULL","NULL","NULL","1989"
"OL22507571M","New frontiers in applied artificial intelligence","879","354069045X","9783540690450","NULL","2008"
"OL23081878M","Zui hou yi zhan","459","9571036927","9789571036922","NULL","2007"
"OL24284915M","The Illustrated Dictionary of Electronics","NULL","NULL","9780071389662","E-book","2001"
"OL24532205M","Maschinen, die unsere Brüder werden","205","3770545931","9783770545933","NULL","2008"
"OL24890985M","Artificial intelligence in medicine : 9th Conference on Artificial Intelligence in Medicine in Europe, AIME 2003, Protaras, Cyprus, October 18-22, 2003 proceedings","385","3540201297","NULL","NULL","2003"
"OL25114824M","Algorithmic decision theory","460","3642044271","9783642044274","NULL","2009"
"OL25545952M","High Performance Architecture and Grid Computing","NULL","NULL","9783642225765","[electronic resource] :","2011"
"OL2949132M","Aspetti della rappresentazione della conoscenza in linguistica computazionale","63","NULL","NULL","NULL","1983"
"OL3417278M","Artificial life possibilities","NULL","1584504145","NULL","NULL","2006"
"OL45801M","Historical dictionary of quotations in cognitive science","271","0313312842","NULL","NULL","2000"
"OL5978801M","Alchemy and artificial intelligence","90","NULL","NULL","NULL","1965"
"OL9063020M","Symbolic and Quantitative Approaches to Reasoning and Uncertainty","397","354066131X","9783540661313","Paperback","July 30, 1999"
"OL9406151M","Prey","NULL","000715738X","9780007157389","Audio CD","November 25, 2002"
"OL9559295M","Encyclopedia of Artificial Intelligence","1248","0471520799","9780471520795","Paperback","January 2, 1990"
"OL9853650M","Brain, Vision, and Artificial Intelligence","556","3540292829","9783540292821","Paperback","November 28, 2005"
"OL1109729M","KI-94","400","3540584676","NULL","NULL","1994"
"OL12241279M","Journal of Artificial Intelligence Research","NULL","1577352254","9781577352259","Paperback","December 30, 2004"
"OL12774962M","Web Intelligence: Research and Development","615","3540427309","9783540427308","Paperback","November 9, 2001"
