"id","name"
"879","Alano Verlag/Rader Publikationen"
"880","B. Blackwell"
"881","IJCAI"
"882","Svoboda"
"883","Wolters-Noordhoff"
"884","Universitätsverlag C. Winter"
"885","Phoenix Pub. House"
"886","W. Morrow"
"887","Harmony Books"
"888","W.W. Norton & Co."
"889","Nauka, Glav. red. fiziko-matematicheskoĭ lit-ry"
"890","Compute! Books"
"891","Mir Publishers"
"892","M. Niemeyer"
"893","Butterworth-Heinemann"
"894","UMK VO"
"895","IGI Pub."
"896","Universal Publishers"
"897","Marshall Cavendish Benchmark"
"898","Stan Sears"
"899","Editrice Nord"
"900","Ellis Horwood, Ltd."
"901","Dept. of Computer Science, Stanford University"
"902","Aladdin Paperbacks"
"903","Harper Collins"
"904","Holt Paperbacks"
"905","Psychology Press"
"906","Xlibris Corporation"
"907","IOSPress"
"908","U.S. Department of Commerce, Technology Administration, National Institute of Standards and Technology"
"909","European Press Academic Pub."
"910","Reinhold Pub. Corp."
"911","SPRINGER-VERLAG"
"912","Leicester Polytechnic, Computing & Mathematical Sciences Research"
"913","G.K. Hall"
"914","Universidad Nacional Autónoma de México"
"915","Ihwa Yŏja Taehakkyo Ch'ulp'anbu"
"916","Wheeler Pub."
"917","Rinton Press"
"918","Cornell University Press"
"919","Garland Pub."
"920","Cyclopedia Pub. Co."
"921","Institute of Computer Science, University of London"
"922","Indiana University Press"
"923","""Valgus"""
"924","Jie fang jun chu ban she"
"925","이화여자대학교출판부"
"926","National Academy Press"
"927","Macmillan Pub Co"
"928","Macmillan Pub. Co."
"929","American Association for Artificial Intelligence Press"
"930","M.I.T., Artificial Intelligence Laboratory"
"931","M.I.T.Artificial Intelligence Laboratory"
"932","Doubleday"
"933","Byte/McGraw Hill"
"934","Institut de recherche d'informatique et d'automatique"
"935","Windcrest/McGraw-Hill"
"936","Research Centre for Social Sciences, University of Edinburgh"
"937","University of Toronto, Dept. of Computer Science"
"938","Pergamon Press"
"939","Tom Doherty Associates"
"940","Thompson Book Co."
"941","Translation Bureau = Bureau des traductions"
"942","C.I.P.L."
"943","Advanced Knowledge International Pty Ltd."
"944","College Publications"
"945","Springer-Verlag London"
"946","Abacus Press"
"947","A K Peters"
"948","Appleton-Century-Crofts"
"949","Áron"
"950","SPIE Press"
"951","Horwood"
"952","Thomson Course Technology"
"953","Noyes Pubns"
"954","Advanced Knowledge International"
"955","L'Hexagone"
"956","Lingua Franca"
"957","Spartan; London, Macmillan"
"958","Putnam"
"959","Berkley Trade"
"960","Fundesco"
"961","The Publications & Information Directora"
"962","International Academic Publishers"
"963","D. Reidel Pub. Co"
"964","O'Reilly"
"965","Avon Books"
"966","Medousa-Selas Ekdotike"
"967","ISIS Audio Books"
"968","[University of Petroșani]"
"969","Chisik Kyŏngjebu"
"970","East West Books"
"971","VCH"
"972","Tab Professional and Reference Books"
"973","Oxf.U.P. NY"
"974","Ústav informatiky AV ČR"
"975","Rowman & Littlefield"
"976","Springer-Verlag Bberlin Heidelberg"
"977","University Press]"
"978","Holt, Rinehart, and Winston"
"979","Humanities Press"
"980","Weber Systems"
"981","HarperLargePrint"
"982","Kimyŏngsa"
"983","Wydawn. Uniwersytetu Rzeszowskiego"
"984","ODTÜ Yayıncılık"
"985","Association Jean Favard pour le développement de la linguistique quantitative"
"986","Akademie der Wissenschaft und der Literatur"
"987","Hyperion Books"
"988","Addison Wesley Longman Publishing Co"
"989","ACTA Press"
"990","Akademicno Izdatelstvo"
"991","Akademische Verlagsgesellschaft Aka"
"992","The Artificial Intelligence Laboratory"
"993","Secrétariat d'Etat du Canada = Dept. of the Secretary of State of Canada"
"994","Tekhnika"
"995","H.W. Sams & Co."
"996","Prentice Hall/Pearson Education"
"997","H.W. Sams."
"998","Tusquets"
"999","M. Kwok"
"1000","Lund University"
"1001","CSLI/Stanford"
"1002","In-t kibernetiki im. V.M. Glushkova, AN USSR"
"1003","VOYAGER"
"1004","Prentice Hall PTR"
"1005","Wordware Publishing"
"1006","D.C. Heath"
"1007","Engineering Projects Laboratory, Dept. of Mechanical Engineering, Massachusetts Institute of Technology"
"1008","Ergosyst Associates"
"1009","Newnes"
"1010","Alfred A. Knopf"
"1011","Springer London Ltd"
"1012","Edições Colibri"
"1013","Howard University, College of Engineering, Architecture and Computer Sciences, Electrical Engineering Dept."
"1014","NASA"
"1015","Swedish Council for Building Research"
"1016","Harper"
"1017","Kohlhammer"
"1018","Stanford University, Computer Science Dept."
"1019","George C. Marshall Space Flight Center"
"1020","William Kaufmann [for] International Joint Conference on Artificial Intelligence"
"1021","Viz"
"1022","F. Watts"
"1023","Yale University, Computer Science Dept."
"1024","Air Science Co"
"1025","Office international de librairie"
"1026","Ediciones Dolmen"
"1027","Pinnacle Books"
"1028","Orion Business"
"1029","Permskiĭ gos. universitet"
"1030","GP Pub."
"1031","Corgi"
"1032","Century"
"1033","Educational Technology Publications"
"1034","Addison-Wesley Pub. Co. Advanced Book Program"
"1035","Editions de l'Université de Bruxelles"
"1036","F. Angeli"
"1037","Garland Pub"
"1038","Edition Interfrom"
"1039","Edizioni Theoria"
"1040","University of Minnesota Press"
"1041","European Space Agency"
"1042","Allied Publishers Pvt. Ltd."
"1043","Sigma"
"1044","Amacom"
"1045","Crown Publishing Group"
"1046","Grey House Publishing"
"1047","Dilithium Press"
"1048","Berkley Medallion"
"1049","Institute for Applied FORTH Research"
"1050","William B. Eerdmans Publishing Company"
"1051","Alfred Publishing Company"
"1052","Tom Schwartz Assoc"
"1053","IOS Press/Ohmsha"
"1054","New Riders"
"1055","Charles River Media"
"1056","Multilingual Matters Limited"
"1057","Jovis"
"1058","Chelsea House Publications"
"1059","Klett-Cotta"
"1060","Erlbaum Associates"
"1061","Course Technology, PTR/CRM"
"1062","National Aeronautics and Space Administration; for sale by the Clearinghouse for Federal Scientific and Technical Information, Springfield, Va."
"1063","I.M. Bogenrieder"
"1064","Institute of Physics Publishing"
"1065","Scribner"
"1066","Bulzoni"
"1067","Time-Life Books"
"1068","International Joint Conferences on Artificial Intelligence, Inc"
"1069","Center for the Study of Language and Information, Stanford University"
"1070","Franklin Watts"
"1071","Kairosz"
"1072","MIT Press (MA)"
"1073","Peter Lang"
"1074","Pearson Studium"
"1075","RA-MA"
"1076","p. Lang"
"1077","Schulz-Kirchner"
"1078","Head of Zeus"
"1079","Noyes Publications"
"1080","Prentice Hall Ptr"
"1081","Morgan and Claypool Publishers"
"1082","International Academic Publishing House"
"1083","Nakaduli"
"1084","Faculté des lettres et sciences humaines, Université de Sherbrooke"
"1085","Shaker Verlag"
"1086","University of Massachusetts Press"
"1087","J. Wiley & Sons, Inc."
"1088","National Aeronautics and Space Administration, Office of University Affairs"
"1089","Marshall Space Flight Center, National Aeronautics and Space Administration"
"1090","Kärntner Druck- und Verlagsgesellschaft"
"1091","Zone Books"
"1092","Walter de Gruyter GmbH & Co. KG"
"1093","Izd-vo Penzenskiĭ gos. universitet"
"1094","A.R.S Publications, Chennai, India// Mobile:9840025186 Phone: 044-65397467// Email: arsmenaga@gmail.com, arspublications@gmail.com // www.arspublications.com"
"1095","Pliegos"
"1096","Moray House Institute of Education"
"1097","Acornsoft Ltd."
"1098","Learning Research and Development Center, University of Pittsburgh"
"1099","If/then Solutions"
"1100","Center Point Pub."
"1101","Defender"
"1102","Totem Books"
"1103","Random House"
"1104","J. Wiley"
"1105","天下雜誌股份有限公司"
"1106","Xiquan"
"1107","Izd-vo ""Intan"""
"1108","Taylor & Francis Ltd"
"1109","Deutscher Universitats-Verlag"
"1110","Office of Humanities Communication, Oxford University Computing Services"
"1111","Putnam; distributed by Berkley Pub. Corp."
"1112","Cheng bang wen hua shi ye gu fen you xian gong si"
"1113","Wilhelm Fink"
"1114","Pacini"
"1115","Rand Corp.]"
"1116","HarperCollins Audio"
"1117","Technical Research Centre of Finland"
"1118","AAAI Press/MIT Press"
"1119","AR Publications, Chennai"
"1120","Dept of Computer Science, University of Illinois at Urbana-Champaign"
"1121","H. W. Sams"
"1122","Flammarion"
"1123","The Institution of Electrical Engineers"
"1124","University of South Florida, College Engineering"
"1125","International Joint Conference on Artificial Intelligence"
"1126","Guo fang gong ye chu ban she"
"1127","Čarobna knjiga"
"1128","""Shtiint͡sa,"""
"1129","ABBE Publishers Association of Washington, D."
"1130","Century Communications"
"1131","Engineering Science Reference"
"1132","New Holland Publishers, Ltd."
"1133","HarperPerennial"
"1134","U.S. Army Research Institute for the Behavioral and Social Sciences"
"1135","National Library of Canada"
"1136","Morgan & Claypool"
"1137","Jain Brothers"
"1138","Library Association Pub."
"1139","D. Dobson"
"1140","InTech"
"1141","Hutchinson (imprint of Random House)"
"1142","McGraw-Hill International Book Co."
"1143","Carroll & Graf Publishers"
"1144","Portsmouth Polytechnic School of Information Science?"
"1145","NASA Ames Research Center, Artificial  Intelligence Research Branch"
"1146","Seuil"
"1147","Diane Pub Co"
"1148","Lichtenstein Creative Media"
"1149","VGPU"
"1150","CNRS"
"1151","Kluwer"
"1152","Wm. B. Eerdmans Publishing Company"
"1153","Global Professional Publishing"
"1154","U.S. Dept. of Commerce, Bureau of Export Administration, Office of Industrial Resource Administration, Strategic Analysis Division"
"1155","Simon & Schuster Children's Pub."
"1156","In-t matematiki i kibernetiki AN Litovskoĭ SSR"
"1157","Heritage Instant Print."
"1158","New English Library Ltd"
"1159","Gesellschaft für Mathematik und Datenverarbeitung"
"1160","American Nuclear Society]"
"1161","Pearson Education"
"1162","Manning"
"1163","Published for the American Society for Information Science and Technology by Information Today"
"1164","Wissenschaftliche Buchgesellschaft"
"1165","American Society for Engineering Education, Engineering Libraries Division"
"1166","Kluwer Academic/Plenum Pub."
"1167","Ames Research Center"
"1168","Quodlibet"
"1169","New American Library"
"1170","Georgi Pub."
"1171","Software Engineering Press"
"1172","Jossey-Bass"
"1173","Prentice-hall, Inc."
"1174","Academia"
"1175","Turing Institute Press in association with Addison-Wesley"
"1176","University of Sharjah"
"1177","""Shtiint͡sa"""
"1178","Springer Science + Business Media B.V"
"1179","Einhorn-Verlag"
"1180","UMI Research Press"
"1181","Oregon State System of Higher Education; [distributor: Distribution Center, University of Oregon]"
"1182","SFBC"
"1183","A. Giuffrè"
"1184","AGARD."
"1185","Izd-vo ""Nauka,"""
"1186","William Morrow"
"1187","St. Lucie Press"
"1188","A-R Editions"
"1189","Bollati Boringhieri"
"1190","Izd-vo MAI"
"1191","Marcos y Marcos"
"1192","University of Tennessee-Calspan, Center for Aerospace Research"
"1193","CSTAR"
"1194","Blenheim Online"
"1195","Holiday house"
"1196","Thomson Publishing Group"
"1197","Acornsoft"
"1198","Princeton University Press"
"1199","""Raduga"""
"1200","G & C Systems, Inc."
"1201","Presses polytechniques romande"
"1202","T. Doherty Associates"
"1203","Allyn and Bacon"
"1204","Nippon Hōsō Shuppan Kyōkai"
"1205","Centre d'études des systèmes et des technologies avancées"
"1206","Guizhou ren min chu ban she"
"1207","[New York]"
"1208","iUniverse"
"1209","Institute for Research in the Behavioral, Economic, and Management Sciences, Krannert Graduate School of Management, Purdue University"
"1210","Deakin University"
"1211","Marshall Space Flight Center"
"1212","Lister Hill National Center for Biomedical Communications, National Library of Medicine"
"1213","W. Kaufmann"
"1214","Belin"
"1215","Dept. of Aeronautical and Automotive Engineering, Loughborough University"
"1216","Century Pub. Co."
"1217","Rosen Pub. Group"
"1218","Myslʹ"
"1219","Avon EOS"
"1220","Verlag der Augustinus Buchhandlung for the ELITE-Foundation"
"1221","Elsevier Newnes"
"1222","International Society for Computers and Their Applications"
"1223","Protea Publishing Company"
"1224","Association for the Advancement of Computing"
"1225","Armstrong Laboratory, Air Force Materiel Command"
"1226","Penguin Group USA, Inc."
"1227","Harmattan"
"1228","Henry Holt"
"1229","M. Dekker"
"1230","Harper-collins Publishers"
"1231","Leuchtturm-Verlag"
"1232","R. Morris Associates"
"1233","TRADOC General Officer Steering Committee for Artificial Intelligence and Robotics, U.S. Army Soldier Support Center"
"1234","U.S. Dept. of Health, Education, and Welfare, Public Health Service, National Institutes of Health"
"1235","Verlag Linguistik"
"1236","Western Periodicals Co."
"1237","Random House Audio Publishing Group"
"1238","Addison-Wesley Pub Co"
"1239","University of California, Santa Barbara"
"1240","""Mashinostroenie"""
"1241","The author]"
"1242","The American Society of Mechanical Engineers"
"1243","Pabst Science Publishers"
"1244","Instrument Society of America"
"1245","Time Books"
"1246","Birkhauser"
"1247","Recorded Books"
"1248","Izd-vo Moskovskogo universiteta"
"1249","Éditions du Centre national de la recherche scientifique"
"1250","Boyd & Fraser"
"1251","Belorusskiĭ nauchno-issl. in-t. nauchno-tekhn. informat͡sii i tekhniko-ėkonom. issl. Gosplana BSSR"
"1252","Bradford Books"
"1253","C&H, Taylor & Francis Group"
"1254","Washington, DC"
"1255","Createspace"
"1256","Tartuskiĭ gos. universitat"
"1257","Allen & Unwin"
"1258","Humanities Pr"
"1259","Phoenix House"
"1260","Cedic/Nathan"
"1261","Bookboon"
"1262","de Gruyter"
"1263","Oxford Univ Press"
"1264","Routledge Kegan & Paul"
"1265","Research Institute for Advanced Computer Science, [NASA Ames Research Center"
"1266","Centre for Urban and Community Studies, University of Toronto"
"1267","William Kaufmann"
"1268","Verlag Mainz"
"1269","Voronezhskiĭ politekhn. in-t"
"1270","UCL Press"
"1271","International Association of Knowledge Engineers"
"1272","Sams"
"1273","Scholium International"
"1274","Graduate School of Library and Information Science, University of Illinois at Urbana-Champaign"
"1275","Wayland"
"1276","Hermes"
"1277","Microtrend Books"
"1278","Blackwell Scientific Publications"
"1279","Enslow Publishers"
"1280","The Author(s)"
"1281","The Council"
"1282","Golden Gryphon Press"
"1283","A SIPRI Publication"
"1284","Pearson Higher Education"
"1285","William Kaufmann, Inc. for International Joint Conference on Artificial Intelligence, Inc."
"1286","Valtion teknillinen tutkimuskeskus"
"1287","U.S. Govt. Print. Off.]"
"1288","Edizioni di Comunità"
"1289","Communication and Cognition"
"1290","Penguin Books Ltd"
"1291","Landes Bioscience"
"1292","Harvard University, Center for Research in Computing Technology, Aiken Computation Laboratory"
"1293","Amer Inst of Certified Public"
"1294","AGARD"
"1295","De Montfort University, Computing & Mathematical Sciences Research"
"1296","Wiley, John & Sons, Incorporated"
"1297","Heinemann Educational"
"1298","Windcrest Books"
"1299","Bloomsbury"
"1300","Springer-Verlag Heidelberg"
"1301","Dell Publishing"
"1302","Quorum Books"
"1303","E. Arnold"
"1304","Isis Press"
"1305","Walker & Company"
"1306","Wydawn. Uniwersytetu Marii Curie-Skłodowskiej"
"1307","Mouton de Gruyter"
"1308","Lieu Commun"
"1309","Sociedade Brasileira de Computação"
"1310","Manchester Business School"
"1311","Prentice-Hall International"
"1312","Hodder Children's Books"
"1313","Langen-Müller/Herbig"
"1314","""Tėkhnika"""
"1315","""Detskai͡a︡ lit-ra"""
"1316","Economic and Social Research Council"
"1317","Libra Publishers"
"1318","Wadsworth/Continuing Education"
"1319","New Riders Games"
"1320","Ossolineum Pub. House of the Polish Academy of Sciences"
"1321","Bloomsbury Publishing"
"1322","International Joint Conferences on Artificial Intelligence"
"1323","Temple University Press"
"1324","Texere Publishing"
"1325","University of Sheffield, Dept. of Computer Science"
"1326","Course Technology/Cengage Learning"
"1327","APICS"
"1328","Eesti Majandusjuhtide Instituut"
"1329","Eugnosis"
"1330","DUV"
"1331","Learned Information"
"1332","Debate"
"1333","CLARENDON/OXFORD"
"1334","Eos"
"1335","North River Press"
"1336","IEEE Publications,U.S."
"1337","University Microfilms"
"1338","Rensselaer Polytechnic Institute, Electrical , Computer, and Systems Engineering Dept."
"1339","Bookbaby"
"1340","Doubleday Books"
"1341","Verso"
"1342","Century Hutchinson"
"1343","Morgan Kaufmann, Publishers"
"1344","W.H. Freeman"
"1345","Silhouette"
"1346","Bantam Doubleday Dell"
"1347","Grafton"
"1348","Inter-Varsity"
"1349","Praeger"
"1350","W. H. Freeman and Company"
"1351","Random House Large Print"
"1352","E P Dutton & Co"
"1353","Penguin Canada"
"1354","Employment Department Group"
"1355","J.H.W. Dietz"
"1356","Hewlett-Packard Laboratories, Technical Publications Department"
"1357","Stanford University"
"1358","NCC"
"1359","Artificial Intelligence Laboratory, Massachusetts Institute of Technology"
"1360","ACFAS"
"1361","Newnes Technical"
"1362","Balkema"
"1363","IET"
"1364","UNIPUB"
"1365","SNTL, Nakl. technické literatury"
"1366","R.E. Krieger Pub. Co."
"1367","Anchor Canada"
"1368","Longman Higher Education"
"1369","Editions du Seuil"
"1370","ONEWORLD"
"1371","AU Press"
"1372","University of Edinburgh, Dept. of Artificial Intelligence"
"1373","Springer-Verlag Telos"
"1374","Hodder Wayland"
"1375","R. Ellman"
"1376","Intellect L & D E F a E"
"1377","University of California"
"1378","M. Thost"
"1379","Faculty for Informatics, University of Hamburg"
"1380","Nauch. sovet AN SSSR po kompleksnoĭ probleme ""Kibernetika"""
"1381","North Oxford"
"1382","Ergon"
"1383","Course Technology"
"1384","Intl Thomson Computer Pr (T)"
"1385","Spackman]"
"1386","Springer-Verlag Berlin and Heidelberg GmbH & Co. KG"
"1387","The Penguin Press"
"1388","CLUEB"
"1389","Editions universitaires"
"1390","Society for Industrial and Applied Mathematics"
"1391","SPCK"
"1392","Anchor Press/Doubleday"
"1393","Syōkōdō"
"1394","Weidenfeld&Nicolson"
"1395","Gateway Editions"
"1396","Regnery Gateway"
"1397","Dowden, Hutchinson & Ross"
"1398","Dtv"
"1399","HarperCollins Publishers Ltd"
"1400","Tilburg University"
"1401","Scitec Publications"
"1402","Published in collaboration with the British Computer Society (by) Springer-Verlag"
"1403","Northwestern University Press"
"1404","Westdeutscher Verlag"
"1405","North-Holland for the European Coordinating Committee for Artificial Intelligence"
"1406","Morgan Kaufman"
"1407","[Institute of Electrical and Electronics Engineers?]"
"1408","Eyeball Books"
"1409","Happy About"
"1410","John Wiley & Sons, Inc."
"1411","AMACOM/American Management Association"
"1412","National Academies Press"
"1413","The Institute"
"1414","Chantico Pub. Co."
"1415","(British Library Research and Development Department)"
"1416","Department of Artificial Intelligence University of Edinburgh"
"1417","University of Toronto]"
"1418","Orb"
"1419","Gouvernement du Québec, Ministère des communications"
"1420","Spectrum"
"1421","Noordhoff"
"1422","Association for Artificial Intellegence of Russia"
"1423","Delphic Associates"
"1424","Council of Europe"
"1425","Niemeyer"
"1426","Arrow"
"1427","Addison-Wesley Professional"
"1428","Longman Group United Kingdom"
"1429","WIT Press"
"1430","National Aeronautics and Space Administration, Ames Research Center, Artificial Intelligence Research Branch"
"1431","Dept. of Computer Science, Standford Universtiy"
"1432","Thomson Book Co."
"1433","Metallurgical Society"
"1434","Villard"
"1435","Universidad de Los Andes, Ediciones del Rectorado"
"1436","Brill Academic Publishers"
"1437","Farrar, Straus and Giroux"
"1438","St. Lucie"
"1439","Ibidem-Verlag"
"1440","Brookfield Pub Co"
"1441","Hermes Sciences Publicat."
"1442","The Committee"
"1443","Firenze Atheneum"
"1444","Basic Books, c1982."
"1445","World Academic Union"
"1446","Subterranean Press"
"1447","Izd-vo Rostovskogo universiteta"
"1448","Izd-vo ChGTU"
"1449","McGraw Hill"
"1450","Reinhold; Chapman & Hall"
"1451","Cognos"
"1452","Perseus Books"
"1453","Fischer (Tb.), Frankfurt"
"1454","Sven von Loga"
"1455","Verlag Technik"
"1456","Butterworth-Heinemann in association with the Open University"
"1457","Friedr. Vieweg"
"1458","Ios Press"
"1459","Walker & Co."
"1460","Merve"
"1461","IEEE Computer Society Press?]"
"1462","Central European University Press"
"1463","Methuen"
"1464","U.S. Dept. of Agriculture, Forest Service, Rocky Mountain Forest and Range Experiment Station"
"1465","Chrysalis Education"
"1466","Fontana"
"1467","A.D. Little Decision Resources"
"1468","Springer Netherlands"
"1469","Pearson Education Limited"
"1470","Financial Times Business Information"
"1471","Wellesley College. Center for Research on Women"
"1472","Del Rey/Ballantine Books"
"1473","Adelaide, South Australia"
"1474","Lübbe"
"1475","Business Communications Company"
"1476","Mariner Books"
"1477","Heyne"
"1478","Juruá Editora"
"1479","Ballantine Pub. Group"
"1480","W H Freeman & Co (Sd)"
"1481","World Intellectual Property Organization"
"1482","Mol. gvardii͡a︡"
"1483","BYTE Publications"
"1484","Viking/Penguin Group"
"1485","Acco"
"1486","Vintage Contemporaries"
"1487","Libra Pub"
"1488","IRM Press"
"1489","Privat"
"1490","Tempus Books of Microsoft Press"
"1491","La Universidad"
"1492","TOR/Tom Doherty"
"1493","American Society of Mechanical Engineers"
"1494","Spektrum"
"1495","SRI International, Business Intelligence Program"
"1496","Gregg Press"
"1497","W. Goldmann"
"1498","Praeger Publishers"
"1499","Lockheed Aeronautical Systems Co."
"1500","Vandenhoeck u. Ruprecht"
"1501","Sound Library"
"1502","Trans-Atlantic Publications"
"1503","British Hydrological Society"
"1504","M.I.T. Press"
"1505","Amazon"
"1506","Language Research Laboratories, School of Languages & Linguistics, Georgetown University"
"1507","Profil"
"1508","O'Reilly Media"
"1509","Leif Sterling Press"
"1510","Finansy i statistika"
"1511","Aladdin"
"1512","Time Life UK"
"1513","National Aeronautics and Space Administration]"
"1514","IFS Publications"
"1515","Pinter Publishers"
"1516","Verlag Mainz [for the] ELITE-Foundation"
"1517","Gateway Editions Ltd"
"1518","Computer Science Pr"
"1519","Morgan Kaufman Publishers"
"1520","UTET libreria"
"1521","s.n"
"1522","Harpercollins Publisher"
"1523","National Aeronautics and Space Adminstration"
"1524","S. Roderer"
"1525","McGraw"
"1526","Electronics Division, Bhabha Atomic Research Centre"
"1527","Sams Pub."
"1528","NASA Goddard Space Flight Center"
"1529","ETC Publications"
"1530","Subterranean"
"1531","Pitman Pub/financial Times"
"1532","Measurements & Data Corp."
"1533","Atheneum"
"1534","University of Edinburgh. Department of Business Studies"
"1535","Charles River Media, Course Technology, Cengage Learning"
"1536","Collier Books"
"1537","Benjamin/Cummings Pub. Co"
"1538","Cosmos Corporation"
"1539","Vch Verlagsgesellschaft Mbh"
"1540","Livre de Poche"
"1541","Dept. of Computer Science, University of Illinois"
"1542","P. Mardaga"
"1543","Continuum"
"1544","Traders' Library"
"1545","Akademii͡a︡ nauk SSSR, Nauch. sovet po kompleksnoĭ probleme ""Kibernetika"""
"1546","Bastei Lübbe"
"1547","Charles River Media, Inc."
"1548","Dell Pub Co"
"1549","VTT Technical Research Centre of Finland"
"1550","Radiolaria Studios"
"1551","SPIE--the International Society for Optical Engineering"
"1552","Tata McGraw-Hill Pub. Co."
"1553","Duncker & Humblot"
"1554","Ecco"
"1555","JMA Press"
"1556","Elsevier Science Publishers B.V."
"1557","For Dummies"
"1558","French & European Publications Inc"
"1559","QuattroVenti"
"1560","HarperBusiness"
"1561","Lawrence Erlbaum Associates, Pubs."
"1562","CUEN"
"1563","Kluwer Law and Taxation Publishers"
"1564","Transportation Research Board National Resear"
"1565","Progressive Management"
"1566","University College of Wales"
"1567","Computer Systems Research Group, University of Toronto"
"1568","SCS International"
"1569","Katherine Tegen Books"
"1570","University of Massachusetts"
"1571","Arco Pub."
"1572","Business Technology Books"
"1573","Piatkus"
"1574","Paladin"
"1575","Digital Equipment Corp."
"1576","Akademii͡a︡ nauk SSSR, In-t kibernetiki im. V.M. Glushkova"
"1577","Shin Enerugī Sangyō Gijutsu Sōgō Kaihatsu Kikō"
"1578","Phoenix Pick"
"1579","INDEKS Verlag"
"1580","Defense Technical Information Center"
"1581","Society for Computer Simulation International (Simulation  Councils, Inc.)"
"1582","NOAA Space Environment Laboratory"
"1583","U.S. Government Publishing Office"
"1584","Association for the Advancement of Computing in Education"
"1585","U.S. Army Training and Doctrine Command"
"1586","IFS (Publication)"
"1587","""ĖKSMO"""
"1588","CBC Manuscripts"
"1589","Springer [in Komm.]"
"1590","IFS, Ltd."
"1591","Best Reads / HarperCollins"
